name     redshift     t0         t0err              x0              x0err          x1             x1err          x2                 x2err      mwebv         cov_x0x1       cov_x0x2           cov_x1x2     chiquad/dof modelo
sn2007qe   0.024     54429.5   1.28098e-05      0.015657        0.000172188     0.708835        0.0140447       0.110961         0.00998472   0.038      -2.3721e-07     -1.64697e-06       -7.34795e-06   52.6644     exp2lc
12779.0    0.07995   53971.5   0.860739         0.000394417     1.22131e-05    -0.567283        0.217721        0.094506         0.0170413    0.0961      1.73752e-06    -1.80425e-07       -0.00165478     1.09242    salt2
12779.0    0.07995   53966.9   1.21988          0.00134076      5.11797e-05     0.248925        0.0676617       1.05377          0.168771     0.0961      2.65842e-06    -3.65207e-06       -0.00667142     1.2902     exp3
12779.0    0.07995   53966.6   0.634473         0.000977652     5.283e-05       0.368847        0.04168         0.255701         0.0349067    0.0961      7.51797e-07    -1.6926e-06        -0.000285275    0.630969   exp2lc
16116.0    0.15      54053.1   0.355784         0.000186013     2.81208e-06     1.005           0.442378       -0.107314         0.0161794    0.0314     -7.63582e-07    -3.15771e-08        0.00373748     0.923849   salt2
16116.0    0.15      54051.7   3.85899e-05      0.000366096     2.47028e-05    -4.06841         1.29109        -1.60437          0.896936     0.0314      3.06397e-05     2.10128e-05        1.02748        2.64477    exp3
16116.0    0.15      54051.7   6.41557e-05      0.000493087     2.18032e-05    -3.62344         0.658812       -0.213532         0.0465353    0.0314     -1.12718e-06    -8.88126e-07        0.0148362      1.21562    exp2lc
06D4ba     0.7       53904.5   0.798423         5.49813e-06     3.11887e-07     0.143486        0.516642        0.236492         0.147662     0.0263     -9.7122e-08     -2.38295e-08       -0.00627047     1.03862    salt2
06D4ba     0.7       53905.6   0.000231079      1.84153e-05     1.49635e-06     0.295015        0.101114        2.09532          0.472931     0.0263     -1.18755e-07     6.582e-07         -0.0367353      1.11221    exp3
06D4ba     0.7       53905.6   0.000331388      1.28855e-05     5.69515e-07     0.63093         0.0880235       0.305249         0.15184      0.0263     -6.45088e-09    -6.33796e-08       -0.001323       1.4504     exp2lc
7473.0     0.216     53584.7   1.00668          3.6573e-10      4.72711e-10    -5.34519         0.184148        9.14359          0.785093     0.0247     -5.93576e-11    -3.66533e-10        0.108248       2.77963    salt2
7473.0     0.216     53680.5   0.525443         0.000189904     9.41044e-06    -0.343176        0.567173        0.167943         0.731994     0.0247      3.2012e-06      6.27928e-06        0.275897       1.25453    exp3
7473.0     0.216     53680.6   0.439721         0.00019265      1.0046e-05     -0.523816        0.463575       -0.0277493        0.0542129    0.0247     -1.71931e-06    -5.01283e-07        0.00976017     1.24128    exp2lc
05D2bt     0.68      53402.1   0.357555         7.19935e-06     2.22114e-07     0.572214        0.329411       -0.146017         0.069371     0.0205     -5.37592e-08    -1.00128e-08        0.00329139     2.19748    salt2
05D2bt     0.68      53402.3   6.09573e-05      2.01842e-05     9.07505e-07     0.200342        0.0680085       1.21554          0.312751     0.0205     -3.8337e-08      2.72575e-07       -0.0127693      3.62433    exp3
05D2bt     0.68      53402.3   7.68731e-05      1.7541e-05      3.67368e-07     0.361416        0.063514       -0.0674777        0.0688087    0.0205     -2.41834e-09    -2.02065e-08       -8.2422e-05     4.25982    exp2lc
04D3do     0.61      53112.5   0.916632         7.6824e-06      3.20007e-07    -0.110059        0.559455       -0.394708         0.109581     0.0089     -6.25151e-09    -3.15724e-08       -0.00515997     1.44351    salt2
04D3do     0.61      53103.5   1.52654          1.27171e-05     1.50531e-06     1.68118         0.342571       -6.10057          2.13974      0.0089     -4.88299e-07     3.13265e-06       -0.709538       2.26003    exp3
04D3do     0.61      53110.9   0.959487         2.0015e-05      8.37281e-07     0.593636        0.075885       -0.359816         0.108493     0.0089      7.22497e-09    -7.78621e-08       -0.000147983    1.76051    exp2lc
19425.0    0.2116    54393.3   0.632041         3.91968e-05     5.6728e-06     -1.23601         1.1102          0.123623         0.113022     0.0516     -4.21886e-06    -5.88186e-07        0.0540583      0.594746   salt2
19425.0    0.2116    54393.2   0.782415         0.000120241     7.29917e-06    -0.896174        0.700417        1.7453           0.818792     0.0516      1.52626e-06     4.68233e-06        0.253075       0.465102   exp3
19425.0    0.2116    54393.9   0.70764          9.18602e-05     9.8242e-06     -1.29406         0.749797        0.170208         0.0988421    0.0516     -1.85907e-06    -9.08275e-07        0.01872        0.496441   exp2lc
17208.0    0.14      54342     1.05934          0.000183921     7.3592e-06      0.830751        0.376649       -0.0725231        0.0204844    0.0313      1.41169e-06    -1.02659e-07       -0.000867411    0.770644   salt2
17208.0    0.14      54339.8   1.60036          0.000496187     2.69183e-05     0.703688        0.0928455      -0.414458         0.331795     0.0313      1.14735e-06    -1.62074e-06       -0.020177       0.438184   exp3
17208.0    0.14      54340.1   1.64555          0.000532609     4.70852e-05     0.640634        0.0740043      -0.0656443        0.0526279    0.0313      1.55264e-06    -1.93331e-06       -0.000681971    0.435018   exp2lc
16100.0    0.195     54049.3   0.517101         6.43639e-05     5.03389e-06     0.467041        0.790946        0.0754669        0.0683331    0.0309     -2.07204e-06    -3.15591e-07        0.0148198      0.719333   salt2
16100.0    0.195     54049.3   0.585455         0.000181402     1.52387e-05    -1.30098         1.40892         0.596283         1.16264      0.0309      1.79822e-05     1.67462e-05        1.23506        0.79365    exp3
16100.0    0.195     54049.5   0.625287         0.000167332     1.11564e-05    -1.42873         1.14483         0.0492096        0.0732907    0.0309     -3.86419e-06    -7.44819e-07        0.046412       0.77564    exp2lc
04D3lu     0.822     53170.7   1.00421          3.16774e-06     7.91211e-08    -0.993942        0.484734        0.0332085        0.120927     0.01       -3.42122e-09     3.57103e-09        0.00366539     0.970782   salt2
04D3lu     0.822     53169.2   0.751292         9.73951e-06     6.76839e-07     0.208464        0.145571        1.37402          0.42765      0.01        5.81629e-11     2.73815e-07        0.00239912     1.00734    exp3
04D3lu     0.822     53168.5   0.784935         8.07209e-06     1.94925e-07     0.214293        0.179327        0.077353         0.115976     0.01       -1.79792e-09     7.19152e-09       -0.000151289    1.49257    exp2lc
1253.0     0.262     53635     0.585135         5.38482e-05     4.60891e-06    -0.763839        0.519175       -0.0179737        0.0879009    0.0613     -8.21677e-07    -3.46415e-07        0.00410169     0.841849   salt2
1253.0     0.262     53634.8   0.000306003      0.000148376     9.51494e-06    -0.137227        0.165259        1.7661           0.595067     0.0613     -6.66138e-07     4.65607e-06       -0.0338958      0.705377   exp3
1253.0     0.262     53634.8   0.000431409      0.00012307      9.5362e-06      0.0420098       0.181171        0.0423916        0.0873315    0.0613     -2.04835e-07    -7.32634e-07       -9.24356e-05    0.957908   exp2lc
15433.0    0.2211    54037.7   0.425464         8.13794e-05     5.58131e-06    -0.133199        0.536897       -0.139812         0.0642046    0.0262     -1.75691e-06    -3.24516e-07        0.0125376      1.33342    salt2
15433.0    0.2211    54038.8   0.55991          0.000177801     9.35275e-06    -0.681791        0.614415       -0.675876         0.796117     0.0262      3.05135e-06     6.76262e-06        0.304926       1.4884     exp3
15433.0    0.2211    54038.6   0.477997         0.000203412     1.18628e-05    -0.66363         0.48434        -0.105606         0.062293     0.0262     -2.10988e-06    -6.83938e-07        0.0105147      1.39126    exp2lc
3080.0     0.175     53647.7   0.140678         0.000145875     2.57322e-06     0.095249        0.202278       -0.0668572        0.0134344    0.046      -4.10221e-07    -1.8894e-08         0.00090994     0.832644   salt2
3080.0     0.175     53648.1   0.329082         0.000359666     6.97651e-06     0.385573        0.081511        0.349179         0.30143      0.046      -2.43739e-07     1.57856e-06       -0.00869362     1.65306    exp3
3080.0     0.175     53648.3   0.275085         0.000349852     1.34676e-05     0.420143        0.0778893       0.0104164        0.0356088    0.046      -1.29686e-07    -4.52271e-07        0.000108163    1.69657    exp2lc
20430.0    0.164     54415.2   0.372345         9.10147e-05     1.96541e-06    -1.11214         0.51745         0.00302897       0.022816     0.0898     -5.73384e-07    -2.3878e-08         0.00423986     0.778237   salt2
20430.0    0.164     54414.7   0.498877         0.000166431     2.50523e-05    -9.05772         3.62829        -2.92333          2.23617      0.0898      8.8054e-05      5.33722e-05        7.23807        0.660107   exp3
20430.0    0.164     54413.8   0.000288833      0.000224092     1.58265e-05    -7.75326         0.997124       -0.168126         0.0687144    0.0898     -1.56286e-06    -9.9392e-07         0.0260949      0.951036   exp2lc
10434.0    0.10418   53696.5   0.197667         0.000387708     8.27476e-06     0.0876145       0.291698       -0.0858713        0.0171634    0.0938     -1.95052e-06    -1.16909e-07        0.00310138     0.668261   salt2
19230.0    0.221     54390.2   0.678841         4.37865e-05     4.11388e-06    -0.814451        0.690764        0.271708         0.0809609    0.0493     -1.33823e-06    -3.05772e-07        0.0154052      0.733239   salt2
19230.0    0.221     54389.6   0.83463          0.000168321     8.34556e-06     0.046218        0.27416         2.73257          0.613292     0.0493     -1.29394e-07     3.97093e-06        0.00715309     1.07517    exp3
19230.0    0.221     54390.5   0.917445         0.00010459      8.65219e-06     0.0565033       0.341205        0.33301          0.0782568    0.0493     -2.66824e-07    -6.27634e-07        0.00176015     0.940981   exp2lc
sn2006mp   0.023016  54054.3   0.0709697        0.00722015      4.02042e-05     0.709052        0.104325        0.0267356        0.00490406   0.035      -2.41816e-06    -1.63221e-07        0.000253947    4.18926    salt2
sn2006mp   0.023016  54054.9   0.144945         0.0201872       0.000180927     0.634135        0.0235525       0.433093         0.174151     0.035      -3.36732e-06     2.80088e-05       -0.00342293     7.75588    exp3
sn2006mp   0.023016  54055.1   0.112689         0.0194908       0.000315498     0.682897        0.0129864       0.0143924        0.0147861    0.035       1.91775e-07    -4.5124e-06        -1.90581e-05    8.24925    exp2lc
15901.0    0.199     54044.8   0.472629         8.19073e-05     5.96357e-06     1.2008          0.853857       -0.000403792      0.0585543    0.0319     -3.51643e-06    -3.20679e-07        0.022613       0.796196   salt2
15901.0    0.199     54045.4   0.59537          0.000214739     1.29881e-05     0.168011        0.990732       -0.426004         0.90911      0.0319      9.88436e-06     1.11482e-05        0.640581       0.861906   exp3
15901.0    0.199     54045.3   0.549279         0.00021326      1.18159e-05     0.826053        0.83634         0.0399588        0.0605345    0.0319     -4.24413e-06    -6.6661e-07         0.0301229      0.847266   exp2lc
14024.0    0.146     54010.9   0.255414         0.000114932     2.8911e-06     -1.65929         0.288739        0.0398614        0.0231411    0.1152     -5.47056e-07    -4.93805e-08        0.00290572     0.661402   salt2
14024.0    0.146     54010.4   0.550837         0.000325311     7.5589e-06      0.118897        0.109715        1.22727          0.390293     0.1152     -1.93935e-07     1.83767e-06       -0.0145518      1.45486    exp3
14024.0    0.146     54010.8   0.543705         0.000254602     1.70683e-05     0.294693        0.101361        0.178893         0.057293     0.1152     -1.50465e-07    -9.40982e-07        0.000508536    1.38106    exp2lc
05D1hk     0.263     53719     0.062869         5.91799e-05     4.40932e-07     0.938764        0.068868       -0.00100022       0.00583704   0.0234     -1.85416e-08    -2.24292e-09        0.000138263   11.4649     salt2
05D1hk     0.263     53719.3   0.0733371        0.000160252     5.48375e-07     0.520891        0.0121613       0.354759         0.0369299    0.0234     -1.57687e-09     1.10522e-08       -0.000172817   10.5036     exp3
03D4ag     0.285     52830.9   0.0584784        5.61449e-05     6.8168e-07      0.950814        0.0721192      -0.0793455        0.00955908   0.0258     -3.26535e-08    -5.33442e-09        0.000165037    3.89141    salt2
03D4ag     0.285     52831.4   6.98287e-06      0.000138417     1.01118e-06     0.52123         0.0187794       0.398438         0.0650638    0.0258     -1.45884e-08     5.35996e-08       -0.000873804   13.0984     exp3
20106.0    0.333     54403.5   1.1246           2.87253e-05     3.93731e-06    -1.76875         1.55104        -0.140141         0.150542     0.0432     -4.09191e-06    -4.55569e-07        0.0713983      0.949156   salt2
20106.0    0.333     54404.7   1.17163          5.36778e-05     1.11618e-05    -3.31601         2.70595        -1.75995          2.69011      0.0432      2.3212e-05      2.86612e-05        5.76988        0.993158   exp3
20106.0    0.333     54404.4   1.12905          6.7359e-05      7.12937e-06    -2.59251         1.53383        -0.151166         0.15212      0.0432     -3.23892e-06    -8.79515e-07        0.0927651      0.971447   exp2lc
2943.0     0.2654    53638.6   3.32239          5.21477e-05     4.00371e-06     1.35121         1.58444        -0.0913342        0.0959067    0.0343      7.14496e-07    -3.2584e-07        -0.0563065      1.18126    salt2
2943.0     0.2654    53640     0.00049612       0.00014456      9.51311e-06     0.288272        0.213828        1.55043          0.698988     0.0343     -6.74343e-07     5.60557e-06       -0.0352192      1.59442    exp3
2943.0     0.2654    53640     6.53927e-05      0.000124364     9.12921e-06     0.404011        0.235408        0.0401765        0.0862068    0.0343     -1.94235e-07    -6.89139e-07       -0.000744746    1.77735    exp2lc
17220.0    0.172     54356.9   0.253485         0.00010682      2.33165e-06     1.77072         0.269869        0.159316         0.0175306    0.0177     -4.49743e-07    -2.271e-08          0.000869381    2.08607    salt2
17220.0    0.172     54356.1   0.484574         0.000377401     8.9837e-06      0.652756        0.0845648       2.11663          0.371816     0.0177     -4.72223e-07     2.44091e-06       -0.0180929      1.64856    exp3
17220.0    0.172     54357.6   0.43107          0.000265998     1.31615e-05     0.948098        0.078451        0.2393           0.0435546    0.0177     -1.1097e-07     -5.41715e-07       -2.80387e-05    1.62188    exp2lc
03D3bl     0.3553    52787.6   0.264557         1.16272e-05     1.73461e-07    -0.108909        0.184199        0.255821         0.0165815    0.0103     -5.40987e-09    -2.44944e-09       -0.000423228    5.2004     salt2
03D3bl     0.3553    52786.7   0.256607         4.6844e-05      5.88145e-07     0.286424        0.0585289       3.16173          0.133529     0.0103      3.01183e-09     6.73217e-08        0.000726385    1.83387    exp3
03D3bl     0.3553    52787.9   0.336735         2.97573e-05     4.39702e-07     0.0783212       0.0941253       0.279227         0.016094     0.0103      3.04516e-09    -6.31217e-09       -7.59994e-06    6.6721     exp2lc
05D3jk     0.736     53508.1   0.340368         5.85707e-06     1.04965e-07     0.75966         0.258183       -0.0153521        0.0570738    0.0096     -1.60669e-08    -2.70785e-09       -0.00039727     1.58933    salt2
05D3jk     0.736     53508.9   0.379617         1.64419e-05     7.89551e-07     0.387508        0.0817787       0.751374         0.35251      0.0096     -3.37659e-08     2.69404e-07       -0.0141295      1.92378    exp3
05D3jk     0.736     53508.8   0.406111         1.48845e-05     2.17264e-07     0.474912        0.0787751       0.0330135        0.0577842    0.0096     -3.0956e-09     -7.06601e-09        5.08846e-05    2.06094    exp2lc
15583.0    0.178     54040.9   0.20067          9.08068e-05     1.84987e-06    -0.157837        0.229403        0.0291666        0.0200984    0.0223     -3.04033e-07    -1.97389e-08        0.00173963     1.49246    salt2
15583.0    0.178     54041.8   0.483584         0.000251898     8.9973e-06     -0.0796398       0.528617        0.894917         0.554304     0.0223      1.95285e-06     4.27749e-06        0.130889       1.22378    exp3
15583.0    0.178     54042.2   9.2196e-05       0.000211108     1.28236e-05    -0.044946        0.540665        0.132341         0.0592309    0.0223     -2.40807e-06    -7.24021e-07        0.0124152      1.09521    exp2lc
4241.0     0.332     53638.9   0.913807         3.11142e-05     2.42155e-06     0.361575        0.73151        -0.140656         0.105244     0.0317     -7.28371e-07    -1.85528e-07       -0.00180848     0.744264   salt2
4241.0     0.332     53639.6   8.82795e-05      7.431e-05       6.82358e-06     0.558422        0.231362        0.263612         0.926936     0.0317     -8.03467e-07     5.56736e-06       -0.0975259      0.873026   exp3
4241.0     0.332     53639.6   0.000882031      7.60327e-05     5.41587e-06     0.590525        0.210031       -0.0808848        0.10355      0.0317     -1.50946e-07    -4.44336e-07       -0.000623046    0.862218   exp2lc
04D4hu     0.703     53258.1   0.923552         4.99566e-06     1.55424e-07    -0.261958        0.490475       -0.270709         0.138842     0.0256     -1.04251e-08    -1.51254e-08        0.00095051     1.10613    salt2
04D4hu     0.703     53256.4   0.000246463      1.36128e-05     9.53803e-07     0.426078        0.11576         0.811239         0.571666     0.0256     -7.25401e-08     5.27918e-07       -0.0429025      1.28653    exp3
04D4hu     0.703     53256     1.02048          1.30006e-05     4.52967e-07     0.555972        0.100962       -0.210073         0.130019     0.0256      6.9662e-09     -4.002e-08         -0.000978397    1.21574    exp2lc
9467.0     0.2184    53688.7   0.753012         6.65893e-05     9.68403e-06    -1.53056         1.02195        -0.14274          0.132222     0.057      -6.33976e-06    -1.16e-06           0.0563277      1.084      salt2
9467.0     0.2184    53689.3   0.000183224      0.00011226      1.9935e-05     -7.31268         3.67018        -3.58826          3.2374       0.057       6.66208e-05     6.25302e-05       11.2943         0.931154   exp3
9467.0     0.2184    53689.3   0.691735         0.00015522      1.87779e-05    -3.7485          1.36067        -0.126494         0.127519     0.057      -1.02793e-05    -2.22838e-06        0.0709564      1.01559    exp2lc
sn2002kf   0.0193    52639     0.16457          0.0102908       9.26018e-05    -0.879389        0.0426852      -0.102326         0.00478315   0.117       9.75568e-07    -3.19571e-07       -2.34971e-05    4.94756    salt2
sn2002kf   0.0193    52641.5   0.140296         0.0289335       0.000584775    -0.203188        0.0340476       4.0142           0.251427     0.117      -1.78337e-05     0.000141571       -0.00769358   121.276      exp3
sn2002kf   0.0193    52641.5   0.248333     28512.3          1751.75            0.719337        0.0164542     -31.2129           0.179504     0.117       0.429723     -311.229              4.23448e-05   11.9252     exp2lc
15504.0    0.251     54044.5   1.9962           2.71018e-05     4.93666e-06     2.86448         2.64419         0.334406         0.119168     0.0523     -1.10108e-05    -5.10636e-07        0.174539       1.49313    salt2
15504.0    0.251     54041.4   1.0293           0.000142061     9.95293e-06     2.68381         0.816203        3.76708          0.711507     0.0523      3.64934e-06     6.03429e-06        0.377625       1.22608    exp3
15504.0    0.251     54041.7   0.000383853      8.51355e-05     8.05743e-06     0.847757        0.88753         0.259079         0.0988327    0.0523     -3.47072e-06    -7.35368e-07        0.0393454      1.70424    exp2lc
sn1999gp   0.026745  51550.8   0.0607016        0.00694927      5.35053e-05     1.50586         0.0300628       0.0300315        0.00436383   0.056      -4.74931e-07    -2.26127e-07        3.28786e-05    5.08468    salt2
sn1999gp   0.026745  51551.6   0.121468         0.0203223       0.000281927     0.400071        0.0231668       0.679348         0.116509     0.056      -5.35642e-06     2.93132e-05       -0.00203604     4.0081     exp3
sn1999gp   0.026745  51551.7   0.124503         0.0177588       0.000172048     0.532971        0.0175526       0.114443         0.012444     0.056      -1.34777e-06    -1.63473e-06        3.9556e-05     2.40985    exp2lc
16185.0    0.097     54054     0.114842         0.00022112      2.70286e-06    -2.68957         0.223704        0.0646172        0.0118016    0.0349     -3.68912e-07    -2.44321e-08        0.00128234     3.30251    salt2
16185.0    0.097     54054.3   0.230355         0.000488159     2.79543e-05    -6.51356         1.33747        -0.51953          0.740162     0.0349      3.66087e-05     1.9122e-05         0.880932       1.36145    exp3
16185.0    0.097     54054.1   0.195076         0.00054352      2.76318e-05    -7.22891         1.26104        -0.0955729        0.0634212    0.0349     -1.90743e-05    -1.56419e-06        0.0682201      1.22296    exp2lc
sn2002hd   0.035001  52572.8   0.425095         0.00422222      0.000124145    -0.503843        0.157843       -0.0289289        0.00819481   0.038      -7.05748e-07    -5.7236e-07         0.000543641    5.83263    salt2
sn2000dk   0.017442  51812.4   0.0410282        0.0130072       6.81815e-05    -2.06096         0.0509242      -0.0406282        0.00398334   0.07       -1.59841e-06    -2.50714e-07        8.48091e-05   19.9313     salt2
sn2000dk   0.017442  51811.9   0.0681546        0.0336973       0.000219866    -0.365904        0.031624        1.07706          0.0744182    0.07        7.34872e-08     1.46677e-05       -7.88282e-05   32.0809     exp3
sn2000dk   0.017442  51811.9   0.0767495        0.0303082       0.000189939    -0.348171        0.0351948       0.0336968        0.00790241   0.07        3.20783e-07    -1.32872e-06        3.38585e-06   43.4529     exp2lc
03D1fc     0.332     53002.8   0.0597018        3.12327e-05     2.88375e-07     0.695447        0.0746334       0.0222005        0.00858638   0.0271     -1.60705e-08    -1.99599e-09        0.000268738    1.42257    salt2
03D1fc     0.332     53003.6   2.17047e-05      8.62566e-05     7.92194e-07    -0.108525        0.0891309       0.415716         0.108078     0.0271      3.98783e-08     7.74739e-08        0.00755233     8.69158    exp3
03D1fc     0.332     53003.6   2.17277e-05      8.18726e-05     6.41937e-07    -0.278562        0.0662131       0.0262984        0.00863728   0.0271     -2.81906e-08    -4.80788e-09        0.000281281    9.04366    exp2lc
03D4gg     0.592     52943.1   1.14187          8.38723e-06     7.97618e-07     0.986038        0.862744       -0.20635          0.207837     0.0268     -2.12977e-07    -1.53076e-07        0.0251506      1.38408    salt2
03D4gg     0.592     52943.6   0.999969         1.00996e-05     8.87811e-06    -7.56363        12.3382        -11.197           19.3654       0.0268      0.000108274     0.000171792      236.241          1.68936    exp3
03D4gg     0.592     52943.8   1.08703          2.25282e-05     2.0297e-06     -0.71096         0.950489       -0.221543         0.205476     0.0268     -2.65144e-07    -3.80065e-07        0.0412543      1.68838    exp2lc
03D3ba     0.2912    52749.7   0.550896         2.93999e-05     6.16882e-07     0.652415        0.132031        0.122254         0.0122017    0.0128      3.65986e-08    -5.55566e-09       -0.000533416    6.49972    salt2
03D3ba     0.2912    52749.8   0.536648         9.66733e-05     1.13497e-06     0.182853        0.0431338       1.78923          0.156697     0.0128      1.44929e-08    -3.04996e-08       -0.00552842    12.3401     exp3
03D3ba     0.2912    52749.7   0.582711         7.554e-05       1.70357e-06     0.408255        0.0339857       0.175409         0.011567     0.0128      3.69196e-08    -1.36726e-08       -0.00014031     3.4908     exp2lc
13689.0    0.2516    54000.4   0.689206         6.99108e-05     4.11927e-06     1.46723         0.498946       -0.10918          0.0575972    0.0258     -8.4364e-07     -2.04842e-07        0.00437234     0.645398   salt2
13689.0    0.2516    54001.2   0.781227         0.000169758     7.01642e-06     0.696827        0.140094       -0.185779         0.529477     0.0258     -3.60584e-07     2.92495e-06       -0.0320448      0.590443   exp3
13689.0    0.2516    54001.1   0.775894         0.000179739     9.62958e-06     0.674987        0.123919       -0.0533971        0.0558777    0.0258     -3.19393e-08    -4.72927e-07        2.98075e-05    0.560949   exp2lc
14846.0    0.2247    54024.4   0.946932         7.11625e-05     4.02827e-06     0.780527        0.648162        0.0263807        0.0566909    0.0242     -6.09676e-07    -1.98822e-07        0.00135573     1.54051    salt2
14846.0    0.2247    54024.7   0.93329          0.000192232     8.38565e-06     0.451233        0.227302       -0.170477         0.633921     0.0242      4.80232e-08     4.25934e-06       -0.01096        0.605938   exp3
14846.0    0.2247    54024.5   0.000255169      0.000183351     9.55703e-06     0.325707        0.210213        0.0503055        0.0539012    0.0242     -6.4382e-08     -4.71148e-07        6.41223e-06    1.06246    exp2lc
06D3ed     0.404     53876.5   0.315648         1.67943e-05     1.78736e-07    -0.501305        0.147678       -0.0959152        0.0111454    0.0082      8.56332e-09    -1.47098e-09       -0.000483719    0.867287   salt2
06D3ed     0.404     53874     0.386167         4.09109e-05     4.24821e-07     0.404988        0.0405325      -0.775342         0.139664     0.0082      1.79881e-10     2.41974e-08       -0.0035274      3.18768    exp3
06D3ed     0.404     53874.7   0.281591         4.45409e-05     5.29053e-07     0.293488        0.0299053      -0.074295         0.0106236    0.0082      4.83415e-09    -3.84397e-09       -3.30242e-05    2.50565    exp2lc
13641.0    0.21      54005.2   0.466512         9.15436e-05     4.47473e-06     0.809239        0.400249       -0.0556126        0.0475416    0.0498     -7.1861e-07     -1.92275e-07        0.00289619     0.805496   salt2
13641.0    0.21      54005.7   0.606668         0.000232533     7.06385e-06     0.550911        0.112253       -0.0694155        0.457673     0.0498     -3.13031e-07     2.70014e-06       -0.0225784      0.923989   exp3
13641.0    0.21      54005.7   0.561729         0.000234453     1.00366e-05     0.543382        0.100391       -0.00489302       0.0441995    0.0498     -3.21802e-08    -4.08469e-07        4.69698e-05    0.924375   exp2lc
04D3gx     0.91      53126.3   0.786063         2.40325e-06     1.60653e-07     0.181846        0.618078       -0.296387         0.188832     0.0117     -4.02791e-08     2.15678e-08        0.0206035      1.09715    salt2
04D3gx     0.91      53130.8   4.07585          9.00998e-06     3.37136e-06     0.109188        0.470501        3.66673          2.08146      0.0117     -1.25758e-06     6.73956e-06       -0.757982       1.20009    exp3
04D3gx     0.91      53128.2   4.72465          2.04393e-07     7.08959e-07     1.15483         0.440575      -70.9683          23.9791       0.0117     -2.34648e-08     1.69938e-05       -0.753134       1.03903    exp2lc
14979.0    0.1771    54025.2   0.34466          0.000154308     2.20077e-06     0.502763        0.221497       -0.137598         0.0135267    0.0897     -1.24722e-07    -1.30355e-08        0.000264148    0.993185   salt2
14979.0    0.1771    54024.6   0.577575         0.000363368     8.88778e-06     0.433406        0.104408       -0.168553         0.380299     0.0897     -9.54947e-08     2.26412e-06       -0.0117968      0.910608   exp3
14979.0    0.1771    54024.6   0.558603         0.00037352      1.63639e-05     0.420059        0.0985066      -0.020177         0.0397261    0.0897      1.02994e-07    -5.92007e-07       -4.44201e-05    0.908603   exp2lc
8213.0     0.1847    53684     0.458564         6.34258e-05     6.71099e-06    -0.920578        0.818796        0.19566          0.0851581    0.0282     -3.50188e-06    -5.35205e-07        0.033031       0.912498   salt2
8213.0     0.1847    53682.1   0.000157356      0.000221121     1.00383e-05    -1.17149         0.668534        3.54568          0.477593     0.0282      3.77922e-06     4.0091e-06         0.208334       1.9375     exp3
8213.0     0.1847    53684.5   0.377901         0.000168342     1.4541e-05     -3.22789         0.932575        0.117247         0.0805414    0.0282     -6.10448e-06    -1.10728e-06        0.0386297      0.726399   exp2lc
04D3nh     0.34      53174.5   0.0676076        2.54653e-05     1.50856e-07     0.629447        0.0671392      -0.0131578        0.00628116   0.0105     -5.85163e-09    -7.48646e-10        9.94781e-05    1.75062    salt2
04D3nh     0.34      53175.1   0.0803358        6.85227e-05     3.73133e-07     0.362181        0.0232113       0.466355         0.0582162    0.0105     -6.39209e-10     1.87177e-08       -1.08481e-05    4.23915    exp3
04D3nh     0.34      53175.2   0.0792965        6.41971e-05     3.11803e-07     0.387092        0.024457        0.0425721        0.00598669   0.0105     -1.41378e-09    -1.53513e-09        2.02353e-05    4.69917    exp2lc
04D1hx     0.56      53260.5   0.315281         5.94422e-06     7.75576e-08     0.0812181       0.232952        0.0909086        0.0213947    0.0272     -1.05414e-08    -7.38357e-10        0.000108233    1.69951    salt2
04D1hx     0.56      53260.8   0.41468          1.85004e-05     5.64943e-07     0.323819        0.0693105       1.65638          0.306588     0.0272     -2.00181e-08     1.61818e-07       -0.0111507      1.97424    exp3
04D1hx     0.56      53260.4   0.507689         1.36917e-05     4.77813e-07     0.513073        0.0681081       0.305572         0.0621277    0.0272      1.79373e-09    -2.80857e-08       -0.000239676    2.00758    exp2lc
7143.0     0.304     53677.8   0.69888          2.94204e-05     2.0233e-06     -1.14387         0.753761       -0.0741005        0.0811586    0.0537     -6.16409e-07    -1.32541e-07        0.00980368     0.793676   salt2
7143.0     0.304     53677.3   0.000167854      6.9523e-05      7.20854e-06    -1.5098          0.834342        0.306607         1.15422      0.0537      3.76137e-06     7.90593e-06        0.628417       0.96972    exp3
7143.0     0.304     53679.2   0.672314         7.48513e-05     4.92475e-06    -1.96508         0.661491       -0.0871058        0.0861233    0.0537     -7.52565e-07    -3.52047e-07        0.0134345      0.820426   exp2lc
19207.0    0.2587    54382.2   1.19122          4.41895e-05     3.88424e-06     0.484496        0.727368        0.0693239        0.0884561    0.0979     -6.41563e-07    -2.97912e-07        0.00349616     0.899904   salt2
19207.0    0.2587    54382.5   1.37789          0.000131294     8.30885e-06     0.227771        0.23616         1.02939          0.771139     0.0979     -3.19807e-07     4.69624e-06       -0.0532899      0.943045   exp3
19207.0    0.2587    54382.5   1.47867          0.000114468     9.84001e-06     0.312232        0.247436        0.0923004        0.0877846    0.0979      2.47385e-07    -7.4011e-07        -0.000834311    0.961519   exp2lc
05D2le     0.7       53694.2   0.465738         5.06092e-06     1.80881e-07     0.0500043       0.371849       -0.103607         0.0765841    0.0178     -4.66362e-08    -8.6879e-09         0.005033       1.05344    salt2
