03D1au     0.5043    52909.7  0.184387   1.13565e-05  8.28635e-08   1.2929      0.134236    -0.0203525    0.01249      0.0296   -6.71974e-09  -2.97881e-10  -0.000202684    1.02367   salt2
03D1aw     0.582     52898.4  1.97877    6.9868e-06   1.72599e-07   2.22494     0.707499    -0.00732982   0.0254828    0.0252    6.35468e-08  -8.08534e-10   0.00663622     1.40655   salt2
03D1ax     0.496     52916.1  0.101686   1.14413e-05  9.21041e-08  -0.840369    0.104929    -0.0309002    0.0133215    0.0264   -5.87921e-09  -4.05919e-10  -0.000102864    2.01389   salt2
03D1bp     0.347     52920.3  0.103574   1.93799e-05  2.08514e-07  -1.00066     0.114909    -0.00604786   0.00855391   0.0236   -1.86904e-08  -1.29378e-09   0.000409361    3.7304    salt2
03D1co     0.679     52954.4  0.451643   4.1683e-06   1.59008e-07   0.769722    0.522152    -0.0332531    0.0420961    0.0299   -7.23647e-08  -1.71429e-09   0.00846716     1.37515   salt2
03D1dt     0.612     52962.7  0.770711   8.79427e-06  2.51161e-07  -2.64576     2.48363     -0.111281     0.0492708    0.0279   -5.60678e-07  -9.59146e-09   0.100906       1.5766    salt2
03D1ew     0.868     52991.3  2.82741    3.2717e-06   2.21453e-07   0.568715    0.898579    -0.176071     0.232806     0.0272    8.48988e-08   4.13822e-08   0.0208874      2.75364   salt2
03D1fc     0.332     53002.7  0.0569396  3.30412e-05  1.81796e-07   0.461672    0.0689105   -0.0375767    0.00421501   0.0271   -9.50918e-09  -2.99958e-10   4.94846e-05    6.07137   salt2
03D1fq     0.8       53000    0.758061   2.88975e-06  1.08745e-07  -1.36152     0.475088    -0.226075     0.281432     0.0261   -2.80026e-08   1.64075e-08   0.0120813      1.20485   salt2
03D3aw     0.449     52768.4  0.2473     1.7543e-05   6.68728e-07  -0.342176    0.30478     -0.0904429    0.0231283    0.0088   -1.88664e-07  -5.37066e-09   0.00127823     2.15813   salt2
03D3ay     0.3709    52767.8  0.143287   2.30041e-05  6.61925e-07   0.24528     0.232026    -0.0574923    0.0145132    0.0077   -1.41523e-07  -5.72776e-09   0.00121028     1.5304    salt2
03D3ba     0.2912    52749.7  0.543348   2.95105e-05  6.04681e-07   0.660437    0.130456     0.115655     0.0115769    0.0128    3.43293e-08  -5.10957e-09  -0.000485419    4.49383   salt2
03D3bl     0.3553    52787.3  0.263647   1.23792e-05  9.93466e-08   0.116299    0.176672     0.176668     0.00782603   0.0103   -7.24228e-09  -3.52891e-10  -0.000153588    5.9128    salt2
03D3cd     0.4607    52801.8  0.11662    1.6671e-05   3.42917e-07   1.78521     0.270327    -0.0209259    0.0163189    0.0092   -8.9121e-08   -4.43211e-09   0.00311883     0.78578   salt2
03D4ag     0.285     52831    0.104254   5.69963e-05  3.93608e-07   0.798492    0.0846564   -0.081536     0.00476107   0.0258   -2.73446e-08  -5.89685e-10   6.21023e-05    3.00906   salt2
03D4at     0.634     52816.7  1.16774    5.75148e-06  1.14217e-07   0.264752    0.545398    -0.0579121    0.036199     0.0262   -1.23694e-08  -4.89546e-10   0.0013212      0.554835  salt2
03D4au     0.468     52816.7  1.14821    5.2343e-06   1.26993e-07  -0.0739322   0.516048     0.200209     0.0413249    0.0285    6.17132e-09  -3.40949e-09  -0.00678387     1.01815   salt2
03D4cj     0.27      52889.6  0.0433716  6.71777e-05  3.28234e-07   1.20836     0.0489738   -0.0712405    0.00317623   0.0254   -1.26779e-08  -8.19407e-10   7.7469e-05     6.58968   salt2
03D4cx     0.949     52882.7  1.24233    3.02801e-06  1.82939e-07   0.0241071   0.742286     0.0820678    0.15435      0.0244   -5.02754e-08   1.88261e-08   0.026594       1.64386   salt2
03D4cy     0.927     52900.3  1.08819    2.36643e-06  2.43347e-07  -0.11477     0.817435    -0.293461     0.255146     0.0277   -8.41621e-08   4.55236e-08   0.0304457      1.46197   salt2
03D4cz     0.695     52894.9  0.413665   4.4364e-06   1.85801e-07  -2.05086     0.537923    -0.0872394    0.0640309    0.0288   -7.85052e-08  -3.14961e-09   0.0154841      0.965395  salt2
03D4dh     0.627     52906.1  0.557414   7.91383e-06  9.08519e-08   1.24675     0.269696    -0.0275861    0.018485     0.0289   -1.08123e-08   1.64117e-10   0.000205714    2.21252   salt2
03D4di     0.899     52906.9  1.26502    3.53892e-06  2.08653e-07  -0.746919    0.591254     0.183404     0.211163     0.0262   -3.00647e-08   3.84063e-08  -0.00756445     1.30386   salt2
03D4dy     0.61      52903.5  1.3325     8.80589e-06  1.29359e-07   1.58298     0.607835    -0.0455114    0.026438     0.0257   -3.16447e-08  -1.19745e-09   0.00661891     1.02106   salt2
03D4fd     0.791     52938.5  1.11206    3.72798e-06  1.00476e-07   0.823564    0.631697    -0.237663     0.202311     0.0278   -2.37273e-08   8.38543e-09   0.00799795     0.82483   salt2
03D4gf     0.58      52936.8  0.463343   8.49468e-06  1.04316e-07   0.256021    0.383434    -0.0699373    0.0250941    0.0266   -2.42957e-08   1.21815e-10   0.00222331     1.74611   salt2
03D4gg     0.592     52942.1  0.596495   7.59461e-06  1.60342e-07   0.766667    0.464734     0.0123452    0.0340054    0.0268   -4.59705e-08   1.30365e-09   0.00386852     1.18653   salt2
04D1aj     0.721     52999    0.55135    4.93818e-06  1.02758e-07   0.39034     0.350076    -0.0603926    0.026408     0.0302   -2.3661e-08    6.28398e-10   0.00181953     1.62641   salt2
04D1dc     0.211     53230.8  0.0599237  6.81959e-05  1.8381e-07   -1.19315     0.028449    -0.00725357   0.00218114   0.025    -6.63899e-10  -2.77252e-10   9.44856e-07    5.67032   salt2
04D1de     0.768     53246    0.305037   4.05747e-06  8.74465e-08   0.866927    0.306956    -0.0984365    0.0231795    0.0286   -2.20123e-08   5.92279e-11   0.00159097     1.45469   salt2
04D1ff     0.86      53251.2  0.589334   3.65239e-06  1.05533e-07   0.567117    0.364478     0.0189615    0.107298     0.0273   -2.07316e-08   6.93655e-09  -0.0048121      1.20635   salt2
04D1hd     0.369     53268    0.044193   2.48062e-05  8.24207e-08   0.810086    0.044807    -0.103891     0.00233708   0.0279   -2.81049e-09  -4.49962e-11   2.68602e-05    3.40975   salt2
04D1hx     0.56      53260.5  0.315156   5.94575e-06  7.73209e-08   0.0804705   0.232912     0.0919271    0.0214494    0.0272   -1.05301e-08  -7.2852e-10    0.000104722    1.69193   salt2
04D1hy     0.85      53263.7  0.65951    3.47664e-06  9.10553e-08   1.58396     0.38721     -0.0361036    0.104125     0.027    -1.67536e-08   6.75509e-09  -0.00202183     1.12375   salt2
04D1iv     0.998     53264.8  0.738207   2.68148e-06  1.46767e-07   1.38986     0.426563    -0.0643035    0.0888124    0.0286   -2.26367e-08   1.07404e-08   0.00459802     1.2934    salt2
04D1jd     0.778     53249.9  2.11337    3.17033e-06  9.35383e-08   3.58974     0.89436     -0.0124821    0.0387823    0.031    -2.44189e-08   1.95513e-10  -0.00416327     1.52073   salt2
04D1jg     0.5842    53273.2  0.484535   8.72436e-06  1.4457e-07    0.537336    0.320921    -0.0816261    0.0253661    0.0272   -3.51238e-08  -1.68284e-09   0.00370626     1.02115   salt2
04D1kj     0.585     53297.4  0.172398   8.44167e-06  8.23001e-08   0.110365    0.128432    -0.105876     0.0150156    0.0257   -7.38026e-09  -8.97867e-11   0.000323132    1.39135   salt2
04D1ks     0.798     53290.7  0.86648    4.00332e-06  8.99984e-08   1.09233     0.477587     0.0530109    0.118992     0.0283   -2.40319e-08   4.70363e-09  -0.0103113      0.970159  salt2
04D1oh     0.59      53308.3  0.227459   7.99557e-06  1.68393e-07  -0.0473667   0.263271    -0.108752     0.0242166    0.0274   -3.78126e-08  -1.07026e-09   0.00191587     1.37329   salt2
04D1ow     0.915     53311.9  0.54035    3.22681e-06  1.27543e-07   0.662315    0.418543    -0.200128     0.0921408    0.0265   -3.431e-08     7.86425e-09  -0.00312022     0.91248   salt2
04D1pc     0.77      53324.6  0.496413   2.72311e-06  6.71297e-08  -0.161588    0.372273     0.0853651    0.0362551    0.026    -1.41166e-08   2.66788e-10   0.00400382     0.862549  salt2
04D1pd     0.95      53316.5  1.83335    2.44703e-06  1.52764e-07   0.738847    0.844125    -0.085923     0.137274     0.0273   -2.02464e-08   1.55935e-08   0.0359907      1.13573   salt2
04D1pg     0.515     53326.9  0.29297    6.61363e-06  1.28315e-07   0.992839    0.23861      0.110588     0.0255416    0.0275   -2.21613e-08  -1.90529e-09   0.00158627     0.821833  salt2
04D1pp     0.735     53320    0.408555   4.56176e-06  8.11468e-08  -0.986709    0.311796    -0.10279      0.0235478    0.0266   -1.33693e-08   3.89847e-10   0.00192414     1.51085   salt2
04D1pu     0.639     53329.4  0.984768   4.28504e-06  2.03065e-07  -0.809993    0.684779     0.160469     0.0691916    0.0287   -1.02776e-07  -6.59649e-09   0.0184508      1.32735   salt2
04D1qd     0.767     53329.5  0.426882   3.67449e-06  8.23918e-08   0.241683    0.315827     0.0623468    0.0313764    0.028    -1.6904e-08   -2.03765e-10   0.00385064     1.21668   salt2
04D1rh     0.436     53350.4  0.324537   1.67125e-05  1.42107e-07   1.10558     0.228508    -0.0319857    0.0121988    0.0254   -6.68828e-09  -1.15022e-09  -0.000178779    1.42781   salt2
04D1rx     0.985     53342.7  2.06709    2.2309e-06   1.74583e-07   5.73853     1.58609     -0.0138203    0.147949     0.0248   -1.32832e-07   1.24793e-08   0.110315       1.19428   salt2
04D1sa     0.585     53360    0.339408   6.7527e-06   1.75091e-07  -0.255804    0.356581    -0.0733445    0.028209     0.0252   -5.12575e-08  -1.81025e-09   0.00425715     1.15512   salt2
04D1si     0.702     53359.6  0.458042   5.04812e-06  1.1667e-07    0.497338    0.397239    -0.0369652    0.0227659    0.0241   -3.67477e-08  -2.60645e-10   0.00435854     1.28146   salt2
04D1sk     0.6634    53355.3  0.534629   4.23994e-06  7.63412e-08   0.384056    0.384373     0.0724029    0.0269029    0.0257   -1.83227e-08   2.3955e-10    0.00259116     0.541038  salt2
04D2al     0.836     53038    1.61545    4.1221e-06   8.10816e-07  -2.08581     1.13497      0.208751     1.22987      0.017    -5.3812e-07    8.96438e-07  -0.78261        0.326019  salt2
04D2an     0.62      53031.1  0.64912    6.64018e-06  1.19869e-07  -0.310666    0.543127    -0.0220181    0.0278809    0.0174   -3.32252e-08   1.64961e-10   0.00649907     0.90174   salt2
04D2cf     0.369     53075.8  0.726824   1.87694e-05  5.79929e-07  -0.914061    0.180334    -0.0135947    0.0168696    0.0185    5.55272e-08  -8.74805e-09  -0.00131557     1.26051   salt2
04D2fp     0.415     53107.8  0.3598     1.74552e-05  2.11445e-07   0.179654    0.226604    -0.0686294    0.0162919    0.0197   -9.2478e-09   -2.42139e-09  -0.000316449    2.06346   salt2
04D2fs     0.357     53107.8  0.207003   1.92213e-05  1.48091e-07  -0.0141754   0.137144     0.074087     0.00699613   0.0169   -8.2702e-09   -5.29103e-10   2.18684e-05    2.65711   salt2
04D2gb     0.45      53108.4  0.290556   1.24344e-05  1.67242e-07  -1.64506     0.236119     0.0193766    0.021909     0.0201   -9.6791e-09   -2.05567e-09  -0.000606636    0.952615  salt2
04D2gc     0.521     53117.7  0.750064   8.47716e-06  1.0094e-07    1.2131      0.403974     0.00940194   0.0239645    0.0188   -5.13921e-09  -3.4551e-10   -0.00158894     2.34728   salt2
