06D4dh     0.303     53957.3   0.389437   4.71555e-05  1.67584e-06    0.548951     0.0800404   -0.164828      0.0289157  0.0262    9.66174e-09  -4.25297e-08   -2.80472e-05   1.6014     salt2
sn2001ep   0.013012  52200.5   0.446395   0.0544748    0.0832397     -0.501247     0.632485    -1.18951       1.9969     0.047     0.0522106    -0.166209      -1.25302       0.28371    salt2
6108.0     0.2595    53674.7   1.81653    4.30204e-05  3.41588e-06    1.65265      1.23415      0.0405057     0.0857906  0.0771   -1.49101e-06  -2.62846e-07    0.0205994     0.408631   salt2
05D3ht     0.901     53488.4   2.50983    3.48641e-06  2.97207e-06    1.55807      1.97031     -0.581351      3.94738    0.0104    1.61988e-06  -1.15797e-05   -3.14742       2.4333     salt2
sn1993b    0.069     49006.4   1.1436     0.00020235   0.000378308   -0.856599     1.19258      1.71647       2.28535    0.079     0.000432852  -0.000864397   -2.61228       0.629473   salt2
sn2006ej   0.020267  53974.4   0.376926   0.0103844    0.000630748   -0.836345     0.0794751   -0.121841      0.0554856  0.035     1.6095e-05   -3.35386e-05   -0.0013054     6.11584    salt2
18415.0    0.13097   54381.4   0.593588   0.000199301  1.81681e-05   -1.90112      0.279937    -0.0676518     0.0764181  0.0744   -4.84448e-07  -1.32619e-06    0.00230825    0.737593   salt2
sn1990af   0.0503    48195.6   0.244995   0.00170138   0.00178747    -2.67554      0.789342    -0.263833      1.44184    0.035     0.0013499    -0.00257678    -1.09036       0.395044   salt2
04D3lu     0.822     53170.7   1.00964    3.16765e-06  1.14492e-07   -0.995975     0.492506     0.0329933     0.143167   0.01     -3.25648e-09  -8.07786e-10    0.00316285    0.949333   salt2
15583.0    0.178     54042     0.416807   8.94959e-05  9.34591e-06   -0.643937     1.00429      0.0490641     0.0847124  0.0223   -6.28589e-06  -7.49186e-07    0.0422732     0.964223   salt2
15132.0    0.1543    54026.1   0.327412   0.000236376  1.44682e-05    0.876212     0.246154    -0.175164      0.0546594  0.047    -2.45397e-07  -7.54359e-07   -0.000450556   0.949176   salt2
sn2001v    0.015018  51974.7   0.333666   0.139575     0.0927998      1.6076       0.308354    -2.20726       0.959767   0.02      0.0243583    -0.0890231     -0.253511      0.701114   salt2
sn2005na   0.026322  53740.5   0.0800838  0.00758924   0.000192622   -0.35656      0.0344708   -0.0953682     0.0267091  0.078     1.36065e-06  -4.60314e-06   -0.000249201   2.80718    salt2
05D1cc     0.564     53609.1   1.112      6.55983e-06  3.60362e-07   -0.024848     0.369103     0.0566733     0.0672068  0.0284    2.7181e-08   -2.17647e-08   -0.00262364    1.53246    salt2
17884.0    0.239     54369.9   0.660824   8.56819e-05  6.28737e-06    0.118527     0.57216     -0.160649      0.0730372  0.0225   -1.51664e-06  -3.87925e-07    0.00323715    0.88301    salt2
04D1dc     0.211     53230.8   0.19302    6.62132e-05  2.92669e-06   -1.24642      0.0698913    0.0205999     0.0401921  0.025     1.60427e-08  -1.10742e-07   -0.000367916   1.30234    salt2
04D3gx     0.91      53119.4  15.1999     1.03638e-05  9.64258e-06    3.83961      7.58042    -14.7988       29.1016     0.0117   -5.94575e-05  -0.000276705  182.546         1.3587     salt2
