3000 4.44356
3010 4.35652
3020 4.27089
3030 4.18667
3040 4.10384
3050 4.02238
3060 3.94227
3070 3.8635
3080 3.78604
3090 3.70987
3100 3.63499
3110 3.56137
3120 3.489
3130 3.41786
3140 3.34792
3150 3.27919
3160 3.21163
3170 3.14523
3180 3.07998
3190 3.01586
3200 2.95285
3210 2.89094
3220 2.83011
3230 2.77035
3240 2.71164
3250 2.65397
3260 2.59731
3270 2.54166
3280 2.48701
3290 2.43332
3300 2.3806
3310 2.32883
3320 2.27798
3330 2.22806
3340 2.17904
3350 2.13091
3360 2.08365
3370 2.03726
3380 1.99172
3390 1.94701
3400 1.90312
3410 1.86005
3420 1.81777
3430 1.77627
3440 1.73554
3450 1.69557
3460 1.65635
3470 1.61786
3480 1.58009
3490 1.54303
3500 1.50666
3510 1.47098
3520 1.43597
3530 1.40162
3540 1.36793
3550 1.33487
3560 1.30243
3570 1.27062
3580 1.23941
3590 1.20879
3600 1.17875
3610 1.14929
3620 1.12039
3630 1.09204
3640 1.06423
3650 1.03696
3660 1.0102
3670 0.983957
3680 0.958212
3690 0.93296
3700 0.908188
3710 0.883889
3720 0.860053
3730 0.83667
3740 0.813732
3750 0.791228
3760 0.769151
3770 0.747492
3780 0.726241
3790 0.70539
3800 0.68493
3810 0.664854
3820 0.645153
3830 0.625818
3840 0.606841
3850 0.588215
3860 0.569932
3870 0.551984
3880 0.534362
3890 0.51706
3900 0.500071
3910 0.483386
3920 0.466998
3930 0.450901
3940 0.435087
3950 0.419549
3960 0.40428
3970 0.389274
3980 0.374524
3990 0.360022
4000 0.345764
4010 0.331742
4020 0.31795
4030 0.304382
4040 0.291032
4050 0.277893
4060 0.26496
4070 0.252228
4080 0.239689
4090 0.227339
4100 0.215171
4110 0.203181
4120 0.191364
4130 0.179713
4140 0.168223
4150 0.15689
4160 0.145709
4170 0.134673
4180 0.12378
4190 0.113023
4200 0.102398
4210 0.091901
4220 0.0815266
4230 0.0712707
4240 0.0611288
4250 0.0510968
4260 0.0411704
4270 0.0313454
4280 0.0216178
4290 0.0119836
4300 0.00243897
4310 -0.00701994
4320 -0.0163969
4330 -0.0256955
4340 -0.0349194
4350 -0.0440721
4360 -0.053157
4370 -0.0621776
4380 -0.071137
4390 -0.0800385
4400 -0.0888853
4410 -0.0976804
4420 -0.106427
4430 -0.115128
4440 -0.123785
4450 -0.132403
4460 -0.140984
4470 -0.14953
4480 -0.158043
4490 -0.166527
4500 -0.174984
4510 -0.183417
4520 -0.191827
4530 -0.200216
4540 -0.208588
4550 -0.216944
4560 -0.225287
4570 -0.233617
4580 -0.241938
4590 -0.250251
4600 -0.258558
4610 -0.266861
4620 -0.275161
4630 -0.28346
4640 -0.29176
4650 -0.300063
4660 -0.308369
4670 -0.31668
4680 -0.324997
