4690 -0.333322
4700 -0.341657
4710 -0.350001
4720 -0.358357
4730 -0.366726
4740 -0.375108
4750 -0.383505
4760 -0.391917
4770 -0.400346
4780 -0.408792
4790 -0.417255
4800 -0.425738
4810 -0.43424
4820 -0.442762
4830 -0.451305
4840 -0.45987
4850 -0.468456
4860 -0.477064
4870 -0.485695
4880 -0.494349
4890 -0.503027
4900 -0.511728
4910 -0.520453
4920 -0.529203
4930 -0.537977
4940 -0.546775
4950 -0.555598
4960 -0.564445
4970 -0.573317
4980 -0.582214
4990 -0.591135
5000 -0.60008
5010 -0.60905
5020 -0.618044
5030 -0.627062
5040 -0.636104
5050 -0.645169
5060 -0.654257
5070 -0.663368
5080 -0.672501
5090 -0.681656
5100 -0.690833
5110 -0.700031
5120 -0.70925
5130 -0.718488
5140 -0.727747
5150 -0.737024
5160 -0.746319
5170 -0.755632
5180 -0.764963
5190 -0.774309
5200 -0.783671
5210 -0.793049
5220 -0.80244
5230 -0.811845
5240 -0.821262
5250 -0.830691
5260 -0.840131
5270 -0.849581
5280 -0.859041
5290 -0.868508
5300 -0.877983
5310 -0.887464
5320 -0.896951
5330 -0.906442
5340 -0.915937
5350 -0.925434
5360 -0.934933
5370 -0.944432
5380 -0.95393
5390 -0.963427
5400 -0.97292
5410 -0.98241
5420 -0.991895
5430 -1.00137
5440 -1.01085
5450 -1.02031
5460 -1.02976
5470 -1.03921
5480 -1.04864
5490 -1.05805
5500 -1.06746
5510 -1.07685
5520 -1.08622
5530 -1.09557
5540 -1.10491
5550 -1.11422
5560 -1.12352
5570 -1.13279
5580 -1.14203
5590 -1.15126
5600 -1.16045
5610 -1.16962
5620 -1.17876
5630 -1.18787
5640 -1.19695
5650 -1.206
5660 -1.21501
5670 -1.22399
5680 -1.23293
5690 -1.24183
5700 -1.2507
5710 -1.25953
5720 -1.26831
5730 -1.27706
5740 -1.28576
5750 -1.29442
5760 -1.30303
5770 -1.31159
5780 -1.32011
5790 -1.32858
5800 -1.337
5810 -1.34537
5820 -1.35368
5830 -1.36195
5840 -1.37015
5850 -1.37831
5860 -1.3864
5870 -1.39444
5880 -1.40242
5890 -1.41034
5900 -1.41821
5910 -1.426
5920 -1.43374
5930 -1.44142
5940 -1.44903
5950 -1.45657
5960 -1.46405
5970 -1.47146
5980 -1.47881
5990 -1.48609
6000 -1.49329
6010 -1.50043
6020 -1.5075
6030 -1.51449
6040 -1.52142
6050 -1.52827
6060 -1.53505
6070 -1.54175
6080 -1.54838
6090 -1.55494
6100 -1.56142
6110 -1.56782
6120 -1.57415
6130 -1.58039
6140 -1.58657
6150 -1.59266
6160 -1.59868
6170 -1.60462
6180 -1.61048
6190 -1.61626
6200 -1.62196
6210 -1.62758
6220 -1.63313
6230 -1.63859
6240 -1.64397
6250 -1.64928
6260 -1.6545
6270 -1.65965
6280 -1.66472
6290 -1.6697
6300 -1.67461
6310 -1.67944
6320 -1.68419
6330 -1.68886
6340 -1.69346
6350 -1.69797
6360 -1.70241
6370 -1.70678
6380 -1.71106
6390 -1.71527
6400 -1.71941
6410 -1.72347
6420 -1.72746
6430 -1.73137
6440 -1.73521
6450 -1.73899
6460 -1.74269
6470 -1.74632
6480 -1.74988
6490 -1.75338
6500 -1.7568
6510 -1.76017
6520 -1.76347
6530 -1.76671
6540 -1.76988
6550 -1.773
6560 -1.77605
6570 -1.77905
6580 -1.782
6590 -1.78489
6600 -1.78773
6610 -1.79051
6620 -1.79325
6630 -1.79594
6640 -1.79859
6650 -1.80119
6660 -1.80375
6670 -1.80628
6680 -1.80876
6690 -1.81121
6700 -1.81363
6710 -1.81602
6720 -1.81838
6730 -1.82071
6740 -1.82303
6750 -1.82532
6760 -1.82759
6770 -1.82985
6780 -1.8321
6790 -1.83434
6800 -1.83657
6810 -1.8388
6820 -1.84103
6830 -1.84326
6840 -1.8455
6850 -1.84774
6860 -1.85
6870 -1.85228
6880 -1.85458
6890 -1.8569
6900 -1.85924
6910 -1.86162
6920 -1.86403
6930 -1.86648
6940 -1.86897
6950 -1.87151
6960 -1.8741
6970 -1.87675
6980 -1.87945
6990 -1.88222
7000 -1.88506
