SNNAME SURVEY Z ZERR T0 T0ERR X0 X0ERR X1 X1ERR X2/C X2/CERR COV_X0_X1 COV_X0_X2/C COV_X1_X2/C CHISQ/NDOF MODEL mB mBERR COV_mB_X1 COV_mB_X2/C
vespesian PS1_HST_COMBINED(CANDELS) 1.206 0.0 55736.308521454885 0.10858244412884233 1.1112557849287687e-18 6.231114151463857e-21 -0.0030402355717710776 0.003484575502716893 0.012574715066388485 0.015568466322994927 -2.1656914742775117e-23 9.675918718851463e-23 -5.3970610276576764e-05 1.1165865273550366 SALT2_CORTADO 55.5204649129596 0.006088018907958889 2.115957166522041e-05 -9.453714806107697e-05
vespesian PS1_HST_COMBINED(CANDELS) 1.206 0.0 55728.29310955864 15.60024686721954 2.5627240775787446e-06 1.4777499719870498e-06 0.9978388655014394 1.61162999526754 -1.7056850143398607 6.706374764251097 -1.258125223694916e-06 9.365468791376008e-06 -7.841757768857671 0.5131594140450986 EXP_ANTERIOR 24.61324537688795 0.626070773753579 0.5330234797557983 -3.967820269959144
washington PS1_HST_COMBINED(CANDELS) 1.33 0.0 55615.57722703339 0.070201789643761 9.588985093616372e-19 2.4743946327117064e-21 -0.09017400463515525 0.0014197062256234218 0.10972639733543794 0.0012945502838633215 -3.503307526766101e-24 -3.193692947305953e-24 1.8273992526341684e-06 1.9996081753972934 SALT2_CORTADO 55.680568391240925 0.00280169362176065 3.966705319777598e-06 3.616136667142363e-06
washington PS1_HST_COMBINED(CANDELS) 1.33 0.0 55615.0411738707 4.826193610431801 2.6685820214720367e-06 2.8733384889918874e-07 -0.18771494332200145 1.0103417495428881 0.8114015203101463 0.5694941154669406 2.043917811470961e-07 4.085554096333746e-08 0.2164089531840159 2.6298698715622604 EXP_ANTERIOR 24.569298610476572 0.11690431850779824 -0.0831586044426657 -0.016622438295677895
washington PS1_HST_COMBINED(CANDELS) 1.33 0.0 55611.16568212481 2.8804276444170682 2.748332420935511e-06 1.555522558651437e-07 0.4656675123801069 0.15260323667679748 -0.3744666327669334 0.24236505789702925 8.510493785291615e-09 -3.3211480525588994e-09 0.010910319985914501 2.541099361313425 EXP_ATUAL 24.537326847292995 0.061451342144083945 -0.0033620937382512453 0.0013120285794240769
carter PS1_HST_COMBINED(CANDELS) 1.54 0.0 55954.55838116752 0.0834276217756269 5.259054536674294e-19 1.2884827138034183e-21 -0.036747890213408234 0.0014996938231155838 0.03524098495307769 0.0014338395997089792 -1.927545538557349e-24 -1.8418406143140147e-24 2.1384518411895258e-06 2.8810863946064935 SALT2_CORTADO 56.332730813765984 0.0026600833321383357 3.979433875304826e-06 3.802495342859248e-06
carter PS1_HST_COMBINED(CANDELS) 1.54 0.0 55930.97162370529 5.823637922399939 1.970647608203388e-06 2.2272813680639582e-07 0.8529782516513539 0.16269695868886003 -0.4478792842401874 0.6132775136036589 -9.205214442679174e-09 -2.2726114070295054e-08 -0.0446272332653703 1.5457307521155366 EXP_ANTERIOR 24.89847757361825 0.12271296042091119 0.005071649822816873 0.012521043710132395
carter PS1_HST_COMBINED(CANDELS) 1.54 0.0 55943.320961736776 6.940934108359215 1.6622375373137953e-06 1.5187235280864108e-07 0.8397196307263515 0.2936136408490834 0.00021704480452295992 0.5208580268324505 -1.070036889646896e-09 -2.3757922258406608e-09 0.11785453203851438 1.6833618590606236 EXP_ATUAL 25.083267286257474 0.09919960790478362 0.0006989240499248185 0.001551814091953788
Primo PS1_HST_COMBINED(CANDELS) 1.55 0.0 55481.10296746964 0.061780577303579776 6.68389653436269e-19 1.5618552996027444e-21 0.056704916640036816 0.0015863211631044537 -0.18207835367064504 0.0014856869091556869 -2.4716025281383918e-24 -2.3133400793617175e-24 2.343886027220543e-06 1.3423173763766234 SALT2_CORTADO 56.072425703837375 0.0025370872164970555 4.014886129333911e-06 3.757803648168755e-06
Primo PS1_HST_COMBINED(CANDELS) 1.55 0.0 55480.2595102584 3.365415032927558 1.5695554763935942e-06 7.93873208733664e-08 0.275169618107371 0.21022333961348946 -0.4403523763708499 0.5965179166305096 3.855667219920598e-09 9.617709520527457e-09 -0.044588945276677436 1.5593476756735543 EXP_ANTERIOR 25.145558323570533 0.05491598721251574 -0.0026671484742837753 -0.006653027299982494
Primo PS1_HST_COMBINED(CANDELS) 1.55 0.0 55482.045202894085 2.837495773786941 1.4678456720091122e-06 1.0327054363620075e-07 -0.16904773703303644 0.30096642453203254 -0.6272351920794325 0.4204838001115415 2.3634060482230562e-08 2.6960913736972763e-08 0.09065535677701012 1.6818174807493451 EXP_ATUAL 25.218299008390016 0.07638716402481675 -0.017481643758828214 -0.01994245084193729
geta PS1_HST_COMBINED(CANDELS) 1.7 0.0 56139.77408830143 0.05527585283562075 7.443711999091554e-19 3.1670099574816137e-21 -0.00619948629658518 0.0032430184168649352 -0.1467843807708254 0.0035941958367864285 -1.0253223499074304e-23 -1.1353216674092545e-23 1.1605943799010002e-05 1.190803365942057 SALT2_CORTADO 55.955526095712706 0.0046193852906815025 1.4955301830297052e-05 1.655974651495157e-05
geta PS1_HST_COMBINED(CANDELS) 1.7 0.0 56142.32304493272 2.345747081184527 1.481092580193876e-06 2.010822102932259e-07 -0.09223348311180385 1.1198836604299258 -2.0869840630383867 1.8491227509112012 1.2294703267700133e-07 3.549703323947538e-07 1.249223426055117 0.9415714382511606 EXP_ANTERIOR 25.20854448433392 0.14740620455985584 -0.09012808951316702 -0.2602161044150002
geta PS1_HST_COMBINED(CANDELS) 1.7 0.0 56139.151353017754 0.001230436082551023 1.426670754093327e-06 1.9990430548189783e-07 -0.366089795480908 0.7430617399777169 -1.9608691715150928 1.3264789175339051 1.1075086153373057e-07 2.3144845775298623e-07 0.4454710807622817 1.282871714344044 EXP_ATUAL 25.249190603616164 0.15213274774575453 -0.08428449222101299 -0.1761387267502724
stone PS1_HST_COMBINED(CANDELS) 1.8 0.0 56479.900882083144 2.1426421881187707e-06 4.878965886114142e-19 1.2259842692287167e-21 -0.05612931280984028 0.001817684522511281 0.009422065778088363 0.0021911403494730593 -2.224660947150007e-24 -2.679098847884629e-24 3.9653612084339384e-06 1.4728940226627798 SALT2_CORTADO 56.414180546195134 0.0027282328645788266 4.95062886278145e-06 5.9619080829254325e-06
stone PS1_HST_COMBINED(CANDELS) 1.8 0.0 56483.81755000842 1.3092314699642884 1.3337790485761798e-06 1.213759595976843e-07 -0.47871603152772335 0.6577377467058457 0.9842666990938674 0.8704099207341095 4.165517271209876e-08 9.809071770182166e-08 0.36606411213103 1.391012823621956 EXP_ANTERIOR 25.322290272247713 0.09880367656332922 -0.033908561674632846 -0.07984879030246221
stone PS1_HST_COMBINED(CANDELS) 1.8 0.0 56479.89885436399 0.0007443948052241467 1.4151067503571935e-06 1.5831060790286483e-07 0.2035221762514111 0.43401086260607 1.5718969292299365 0.5988655187549206 5.4100371053306533e-08 8.13372906371017e-08 0.12421546682181404 2.069126207953635 EXP_ATUAL 25.258026993383908 0.12146331614489361 -0.041508339585403786 -0.06240578049630871
colfax PS1_HST_COMBINED(CANDELS) 2.26 0.0 56076.111243695865 0.14104212748861755 2.9239135869504344e-19 8.27546483256842e-22 -0.025530977259773074 0.0020692874398145528 -0.12700040097213733 0.0009009165661884124 -1.70939133900829e-24 -6.385231100089225e-25 1.5937981289799602e-06 0.8117697096756117 SALT2_CORTADO 56.970088666550446 0.0030729265803280106 6.347479190713647e-06 2.3710264940986345e-06
colfax PS1_HST_COMBINED(CANDELS) 2.26 0.0 56052.239036022846 15.993174687428109 6.813847951178247e-07 2.1712176335965696e-07 1.9708425671120247 1.1563354188353259 -3.242757669923906 3.8870487266768183 -1.8986436040676732e-07 6.779872830816634e-07 -4.006723504651968 0.4403844005941658 EXP_ANTERIOR 26.051518904503645 0.34596744895040277 0.3025347961444123 -1.080322520962729
colfax PS1_HST_COMBINED(CANDELS) 2.26 0.0 56068.73350438817 8.615550517049996 6.154851729346143e-07 3.061049609568235e-07 -0.08326288168965236 1.645979744847674 -2.6750823249666555 3.8408445754428704 4.792399249579669e-07 1.1480815521997326e-06 5.973195622299078 0.5411639864068108 EXP_ATUAL 26.16195601195043 0.539979276807378 -0.8453950804558383 -2.0252538355957808
wilson PS1_HST_COMBINED(CANDELS) 1.914 0.0 55534.492983523036 1.1768352123908699e-06 3.516924264984169e-19 1.1577490596098413e-21 -0.02737843022393509 0.002424961058819887 0.26089554224356803 0.0029721757668235505 -2.802604979971071e-24 -3.4303794409589024e-24 7.172576058158644e-06 3.72618239580835 SALT2_CORTADO 56.769592459683615 0.003574174407331859 8.652133128615216e-06 1.0590182996516129e-05
wilson PS1_HST_COMBINED(CANDELS) 1.914 0.0 55540.31922625322 2.796732587739825e-07 1.233940521444587e-06 1.0229893121567564e-07 -0.16433432209383025 0.2974584312963395 2.139592498711666 0.5118700571526389 3.6455156277103705e-09 4.0002719334125306e-08 0.07621850165297211 1.3459437963809022 EXP_ANTERIOR 25.406764434288057 0.09001216136324808 -0.003207665388428088 -0.03519813144558305
