SNNAME SURVEY Z ZERR T0 T0ERR X0 X0ERR X1 X1ERR X2/C X2/CERR COV_X0_X1 COV_X0_X2/C COV_X1_X2/C CHISQ/NDOF MODEL mB mBERR COV_mB_X1 COV_mB_X2/C
2001ah PS1_LOWZ_COMBINED(CFA3S) 0.0589134208858 0.0 52007.8817307969 0.06977229320909828 1.5645241911151056e-15 7.860590744492022e-17 0.059616928714051 0.03690841422815272 0.11619478553810561 0.05029561025033211 -2.8948404578037243e-18 -3.9448105842132685e-18 0.0018478583139164618 0.6366479894483315 SALT2_CORTADO 47.649044293204696 0.05455030999551827 0.0020089386344329537 0.002737588652522345
2001ah PS1_LOWZ_COMBINED(CFA3S) 0.0589134208858 0.0 52007.53587420237 0.2896840589273779 0.004877268896925617 7.390318078306689e-05 0.410605570992054 0.0497064272987387 1.1251132201447143 0.1623686660430437 -2.8375987949779167e-06 7.84913169841705e-06 -0.003926952829692723 2.2563100104136535 EXP_ANTERIOR 16.414558249819663 0.01645169883365254 0.0006316821588876509 -0.001747307077175497
2001ah PS1_LOWZ_COMBINED(CFA3S) 0.0589134208858 0.0 52004.7253499726 1.2302731139789103 0.0058649599208255914 0.0010784358522874732 1.4594665128652475 0.5150445230689774 1.4690452148714896 0.9100356848751943 0.000552821062633479 0.0009788368114615788 0.46759731382397973 0.4465397369085349 EXP_ATUAL 16.214337378403847 0.1996427708192892 -0.10233963241977945 -0.18120474463604558
2001az PS1_LOWZ_COMBINED(CFA3S) 0.0405932441354 0.0 52031.316957130955 0.48279869394536945 9.747580111678907e-16 3.2438517533983375e-17 -0.6539790255561173 0.0067194222444577284 2.5584921328702896 0.020598647014907823 -2.173028043292066e-19 -6.661500406540717e-19 0.00013755076249304506 0.2119345983720849 SALT2_CORTADO 48.16275796705753 0.0361317091132488 0.00024204317312869403 0.0007419925854958188
2001az PS1_LOWZ_COMBINED(CFA3S) 0.0405932441354 0.0 52029.860003485985 1.3263175423817302 0.00861960308230268 0.005060540851388389 0.9995363591228742 1.0615123259139205 1.103096342244338 9.619791528206632 0.005257161381829041 0.04855393528983317 9.960892452851475 0.008910172792139345 EXP_ANTERIOR 15.796281830546842 0.6374321840051713 -0.662198756950562 -6.115915654618783
2001az PS1_LOWZ_COMBINED(CFA3S) 0.0405932441354 0.0 52028.63181066105 3.385469277454831 0.008469806433885608 0.0026354551670070333 0.6498956901643482 0.5445403719132371 -0.3181877350786282 2.265802847547265 0.0013689085985750717 0.005823833658669808 1.1035416595083065 0.01120197085764401 EXP_ATUAL 15.815316286940632 0.3378364208405787 -0.1754790546961562 -0.7465515420056659
2001da PS1_LOWZ_COMBINED(CFA3S) 0.0164730455726 0.0 52107.61035545146 1.274583288886788 1.2480764472085842e-14 1.592999139670137e-15 -0.0008809630489122909 0.06984099534806429 -0.0012266074734462228 0.08385328035737416 -1.1070768930447564e-16 -1.3291886932913543e-16 0.005787237882412657 -0.13368572353765173 SALT2_CORTADO 45.39439703105702 0.13857939903895689 0.009630767946291937 0.011562979899903415
2001da PS1_LOWZ_COMBINED(CFA3S) 0.0164730455726 0.0 52105.355226271735 4.728456280285172 0.03366561479603358 0.007045962401502699 0.8546013700410802 1.8110311862722932 -1.017367537654619 3.8107408137020173 0.00907699682203955 0.01650329031859922 -0.5925562090438777 -4.3411885706940754e-05 EXP_ANTERIOR 14.317033625269394 0.22723650000229112 -0.2927385743546245 -0.5322409795602067
2001da PS1_LOWZ_COMBINED(CFA3S) 0.0164730455726 0.0 52105.81052680743 29.59589706944098 0.03372817312995982 0.07076370347402348 -0.5822490731488489 30.758577703229488 1.499624529943019 50.273723580548776 2.1641117315983993 -3.5154314795619634 -1544.6196435909221 -4.521378521173616e-05 EXP_ATUAL 14.315017953806144 2.2779388183426184 -69.66444488661189 113.16448175239218
2001en PS1_LOWZ_COMBINED(CFA3S) 0.015444220975 0.0 52192.35423165043 0.49659637264267076 3.2132302915666206e-14 2.0165795480221007e-15 0.9389355503264936 0.05448662374029786 -1.6418945853357279 0.036495272480169684 -1.0862568055396888e-16 -7.274583681494646e-17 0.0019293463365504828 6.189571327815471 SALT2_CORTADO 44.367645368837884 0.06813932480372875 0.003670413367304392 0.0024580494271671353
