#@Telescope UH88 
#@Reference Saunders et al. (2018) 
#@Redshift 0.0  
#@Spectrum Train_SN66_14.dat 
#@SN-Name Train_SN66  
#@Phase 41.518 
#@Survey SNFactory 
#@SN-Type SNIa 
#@Units Flux 
# 
# WAVE : 
# SN_SPEC : 
# SN_ERR : 
#end 
3305.0 0.0066351468577235924    0.00347332664023441984
3317.0 0.0076152363246568371    0.00334897534615441386
3328.0 0.0071746354890040234    0.00323958369538461044
3339.0 0.0035342348656331661    0.00307101894160381576
3350.0 0.0026982067682554101    0.00300471897378842964
3361.0 0.0038448004409813406    0.00293393743590177883
3372.0 0.0020243026722244566    0.00285933417991558660
3383.0 0.0032521246778484092    0.00284493882327656366
3395.0 0.0056723646092266900    0.00288293336330615411
3406.0 0.0066883631252484966    0.00273511935167412845
3417.0 0.0079810128349780355    0.00266012936572914424
3429.0 0.0025546775195798323    0.00260134016933220337
3440.0 0.0066753212358624985    0.00267614963482968628
3452.0 0.0035677059161025866    0.00262283380490903112
3463.0 0.0096484110024213539    0.00264197727967057294
3475.0 0.0115518912545277339    0.00253981663446218447
3486.0 0.0081719544400916493    0.00236071562884111481
3498.0 0.0073160522340138577    0.00231007429732653022
3509.0 0.0095384026677337239    0.00237319590776591217
3521.0 0.0134697260515200899    0.00246184152428046430
3533.0 0.0104975179924613315    0.00241205838481927054
3545.0 0.0093075330348083470    0.00231241834580323078
3556.0 0.0073518738000128729    0.00221298404684955015
3568.0 0.0076659535461096225    0.00211008194754697294
3580.0 0.0090316545059008681    0.00210109527589116656
3592.0 0.0132441516172846826    0.00210829982710426106
3604.0 0.0119630750337185940    0.00209994569803679957
3616.0 0.0094483874822523049    0.00209190045449888194
3628.0 0.0117546956735867427    0.00205356748609529386
3640.0 0.0119906484310976225    0.00200837903298754436
3652.0 0.0076186036653230708    0.00192059908309250731
3664.0 0.0112013290050085885    0.00195170402491650599
3677.0 0.0158102966706512270    0.00198082185254784418
3689.0 0.0138208816217631723    0.00195103645115112857
3701.0 0.0149301244492835057    0.00188645177460477088
3714.0 0.0173539480956203182    0.00181393436811964643
3726.0 0.0151257740956452016    0.00178089586924796940
3738.0 0.0128461094431822111    0.00177393594401404633
3751.0 0.0122323308323547281    0.00181629439186360101
3763.0 0.0104593952342804646    0.00177211447070013770
3776.0 0.0075377661899616597    0.00170930201147087785
3788.0 0.0084870725021942376    0.00172980407896424849
3801.0 0.0091179174901610989    0.00167134664999516402
3814.0 0.0080056635663310477    0.00156389690433521430
3826.0 0.0091993067752017856    0.00163919365338269013
3839.0 0.0112971169285329444    0.00164645983743415356
3852.0 0.0107676863597711611    0.00157887159448762159
3865.0 0.0135007455646814160    0.00173399512010326078
3878.0 0.0149781725189927842    0.00184443384088612086
3891.0 0.0207192170718962891    0.00186915267959516769
3904.0 0.0222585436008780682    0.00172694726357747815
3917.0 0.0223865465133805674    0.00168491632209307731
3930.0 0.0225633282397995835    0.00164720886615387697
3943.0 0.0230127709502286511    0.00162536652911559752
3956.0 0.0272227149524352265    0.00166389831852741974
3969.0 0.0258885555138431769    0.00169055812430156036
3982.0 0.0286412152396280963    0.00178219582619619878
3995.0 0.0262089572223035416    0.00170796407849629602
4009.0 0.0263596992380156214    0.00162335785803521208
