,M,a,b,om_m,om_l,h
41,-21.660096559956916,0.16386851710455103,3.0998425944181776,0.361576080332094,0.8269382074405057,0.2885111046399022
42,-21.720008156167335,0.16233317163586847,3.1322414370613245,0.35275755343807685,0.7885389947975214,0.2800603456186158
43,-21.92689193526566,0.16211050952546185,3.1617387350917214,0.27988524730018693,0.7347373311407676,0.2547938376348466
44,-21.855241814402042,0.16170652748663858,3.1223670111239787,0.17349641918840042,0.5817474113187415,0.2623103186400775
45,-21.877476406493162,0.1612789960881131,3.151145903033734,0.35055802060497887,0.8145587926108162,0.2611191127861239
46,-21.9051155543108,0.16079528661678308,3.1818115969181906,0.2634818716433706,0.6866433660164271,0.25691451983650465
47,-21.307093451072884,0.16086850981136175,3.161990262452262,0.3642101163058637,0.7887424246226298,0.3382413687314349
48,-21.958407724447724,0.16364422724054306,3.1600978838546907,0.23529663936582348,0.6476308624151617,0.25003717833926475
49,-21.654623649180458,0.16049166221371436,3.139588713162165,0.27344913959659195,0.6984666235510079,0.2881429795659832
50,-21.963055410835697,0.16270452791856505,3.1590304649977563,0.2642744970683292,0.6929677105911745,0.25003697598525343
51,-21.89788219096037,0.16499819864913728,3.119812951040119,0.2665307947297751,0.6864235468320148,0.2577259170867105
52,-21.72267443005293,0.1647195952845128,3.113022154224077,0.26128519526004534,0.6908818211231965,0.2794311902375684
53,-21.94925714774946,0.1635096964719989,3.2136885170853597,0.31776906461205445,0.7980793614939363,0.25277857895665673
54,-21.90673718199883,0.16256428520578486,3.133972238233902,0.29658435307756953,0.7218087434973046,0.2566753154482471
55,-21.22627556379267,0.1640411872212117,3.074058786894344,0.2835600827917492,0.7037706844926489,0.35083535927755105
56,-21.82703593649432,0.16464344609830323,3.1583309253865886,0.3335282600819337,0.7809489119052851,0.26671255914707603
57,-21.901036120288445,0.16445825772404327,3.129661518778335,0.3253237490233327,0.7838100860863078,0.2581876551800368
58,-21.9425023686485,0.16197958335539608,3.1286117590079017,0.2323559569245645,0.6530886851513533,0.25211194686622507
59,-21.397236593217244,0.16630008567717944,3.0423667586488548,0.2875051300163432,0.6932703212244399,0.32493000318026577
60,-21.906551620587543,0.16229272881388013,3.1784874155418943,0.2887947175356396,0.7297458229387708,0.2567313101058695
61,-21.83465682158308,0.16827683712274333,3.153819486615969,0.3056994538826955,0.7586101962179056,0.2656422499202196
62,-21.85166428987576,0.16113256974561038,3.138061810738368,0.2660655154233068,0.7102302272864005,0.26362076228464887
63,-21.874914320283814,0.16284293070791667,3.1858661465588543,0.3260302749588244,0.7559420604020773,0.26060179461794747
64,-21.429796385080667,0.1629563334726947,3.0964919657420404,0.27303409887893076,0.678048181081301,0.3194297719020055
65,-21.240614417734598,0.16284573357162582,3.000965162104749,0.28547105032821274,0.6697749595344633,0.34866693653753145
66,-21.865181027814,0.16269629756979456,3.0782530496042946,0.30156010311601766,0.7295301214180172,0.26165898532348786
67,-21.465602224431922,0.1581177137940545,3.1181720403542914,0.27489073065775016,0.6913378608802269,0.3142878734456072
68,-21.66196539646681,0.1617895550602484,3.156404526300804,0.28639488033098753,0.7324332327048537,0.28771846271164153
69,-21.60819771492817,0.1598590449547253,3.1270983791873976,0.31097517002118696,0.740486455979308,0.2951532375725579
70,-21.659678883446194,0.1600503711593672,3.1420995297673926,0.3281984510067847,0.7602940646739337,0.2878227811307876
71,-21.660096559956916,0.16386851710455103,3.0998425944181776,0.361576080332094,0.8269382074405057,0.2885111046399022
72,-21.752610021066914,0.1614976885456105,3.1498717917433265,0.3479588092783937,0.7676434416488466,0.27546172830013815
73,-21.895263286352133,0.16183841868415672,3.16145148243134,0.2891089746195259,0.7596625444774261,0.25886188084139294
74,-21.878085787184723,0.16213559131614969,3.130721738275084,0.18718080918768926,0.5963359489762797,0.25959268368812843
75,-21.877476406493162,0.1612789960881131,3.151145903033734,0.35055802060497887,0.8145587926108162,0.2611191127861239
76,-21.862908354877696,0.1617031634962404,3.165897368487003,0.2629736772405015,0.6876239197194771,0.2621236830778134
77,-21.307093451072884,0.16086850981136175,3.161990262452262,0.3642101163058637,0.7887424246226298,0.3382413687314349
78,-21.958407724447724,0.16364422724054306,3.1600978838546907,0.23529663936582348,0.6476308624151617,0.25003717833926475
79,-21.654623649180458,0.16049166221371436,3.139588713162165,0.27344913959659195,0.6984666235510079,0.2881429795659832
80,-21.979711753580048,0.16256490101218132,3.1622184468041357,0.26448163007578657,0.6931122448625313,0.24800020874313156
81,-21.89788219096037,0.16499819864913728,3.119812951040119,0.2665307947297751,0.6864235468320148,0.2577259170867105
82,-21.75330064532093,0.16386792356026153,3.1189673495417303,0.2624201923409872,0.6954757361259796,0.2756773015936828
83,-21.93144394224652,0.16311362829855225,3.180292383479826,0.308893995843244,0.766126744218129,0.2544110677578614
84,-21.90673718199883,0.16256428520578486,3.133972238233902,0.29658435307756953,0.7218087434973046,0.2566753154482471
85,-21.22627556379267,0.1640411872212117,3.074058786894344,0.2835600827917492,0.7037706844926489,0.35083535927755105
86,-21.821540674643018,0.16202348334398817,3.161584030122052,0.35359503386119995,0.7970568955179729,0.2674843368861361
87,-21.909555837623838,0.16560794955428954,3.121892286835561,0.3161984742891738,0.7726906688347217,0.25712757480717824
88,-21.9425023686485,0.16197958335539608,3.1286117590079017,0.2323559569245645,0.6530886851513533,0.25211194686622507
89,-21.389444024822144,0.1665380074798239,3.039236907314545,0.28663818405734265,0.6915262322830955,0.32602990955496225
90,-21.906551620587543,0.16229272881388013,3.1784874155418943,0.2887947175356396,0.7297458229387708,0.2567313101058695
91,-21.862887496073018,0.16592707864063722,3.1635057543500995,0.2990615313102666,0.7472761256358494,0.26214322294216613
92,-21.82353020167348,0.16047057874092044,3.1322538205123416,0.274175187707672,0.7267293783560308,0.26720095202048544
93,-21.90982124673106,0.1633788579153731,3.2017469064782222,0.3080026322900649,0.7290525251632818,0.2561005394789865
94,-21.429796385080667,0.1629563334726947,3.0964919657420404,0.27303409887893076,0.678048181081301,0.3194297719020055
95,-21.240614417734598,0.16284573357162582,3.000965162104749,0.28547105032821274,0.6697749595344633,0.34866693653753145
96,-21.865181027814,0.16269629756979456,3.0782530496042946,0.30156010311601766,0.7295301214180172,0.26165898532348786
97,-21.465602224431922,0.1581177137940545,3.1181720403542914,0.27489073065775016,0.6913378608802269,0.3142878734456072
98,-21.66196539646681,0.1617895550602484,3.156404526300804,0.28639488033098753,0.7324332327048537,0.28771846271164153
99,-21.505011136236206,0.15700822404727013,3.1328805720632293,0.34550391462836316,0.7724947839541862,0.3090030970829356
100,-21.6682014452401,0.16011733376869003,3.142635301963544,0.32650165485122523,0.7585049946620616,0.28676229526936897
101,-21.66274269610373,0.16386652756615233,3.1003770822898837,0.3604559325363822,0.8253476814946494,0.28816982593761886
102,-21.752610021066914,0.1614976885456105,3.1498717917433265,0.3479588092783937,0.7676434416488466,0.27546172830013815
103,-21.895263286352133,0.16183841868415672,3.16145148243134,0.2891089746195259,0.7596625444774261,0.25886188084139294
104,-21.878085787184723,0.16213559131614969,3.130721738275084,0.18718080918768926,0.5963359489762797,0.25959268368812843
105,-21.84519359408715,0.1613355365858291,3.150816495758652,0.34988602348282866,0.8024293514573989,0.2648272361891513
106,-21.862908354877696,0.1617031634962404,3.165897368487003,0.2629736772405015,0.6876239197194771,0.2621236830778134
107,-21.307093451072884,0.16086850981136175,3.161990262452262,0.3642101163058637,0.7887424246226298,0.3382413687314349
108,-21.958407724447724,0.16364422724054306,3.1600978838546907,0.23529663936582348,0.6476308624151617,0.25003717833926475
109,-21.654623649180458,0.16049166221371436,3.139588713162165,0.27344913959659195,0.6984666235510079,0.2881429795659832
110,-21.979711753580048,0.16256490101218132,3.1622184468041357,0.26448163007578657,0.6931122448625313,0.24800020874313156
111,-21.89788219096037,0.16499819864913728,3.119812951040119,0.2665307947297751,0.6864235468320148,0.2577259170867105
112,-21.75330064532093,0.16386792356026153,3.1189673495417303,0.2624201923409872,0.6954757361259796,0.2756773015936828
113,-21.922677412711657,0.1628046465382334,3.1757272557500493,0.30410010892721084,0.7645604763729152,0.2554894944305239
114,-21.90673718199883,0.16256428520578486,3.133972238233902,0.29658435307756953,0.7218087434973046,0.2566753154482471
115,-21.22627556379267,0.1640411872212117,3.074058786894344,0.2835600827917492,0.7037706844926489,0.35083535927755105
116,-21.821540674643018,0.16202348334398817,3.161584030122052,0.35359503386119995,0.7970568955179729,0.2674843368861361
117,-21.909555837623838,0.16560794955428954,3.121892286835561,0.3161984742891738,0.7726906688347217,0.25712757480717824
118,-21.9425023686485,0.16197958335539608,3.1286117590079017,0.2323559569245645,0.6530886851513533,0.25211194686622507
119,-21.389444024822144,0.1665380074798239,3.039236907314545,0.28663818405734265,0.6915262322830955,0.32602990955496225
120,-21.906551620587543,0.16229272881388013,3.1784874155418943,0.2887947175356396,0.7297458229387708,0.2567313101058695
121,-21.862887496073018,0.16592707864063722,3.1635057543500995,0.2990615313102666,0.7472761256358494,0.26214322294216613
122,-21.82353020167348,0.16047057874092044,3.1322538205123416,0.274175187707672,0.7267293783560308,0.26720095202048544
123,-21.900627497971644,0.16308818074902007,3.1945016889712603,0.31396084615155545,0.7394909068484145,0.2573419748982013
124,-21.429796385080667,0.1629563334726947,3.0964919657420404,0.27303409887893076,0.678048181081301,0.3194297719020055
125,-21.243486780129057,0.16278797685907492,3.002329546036356,0.28608411426256464,0.670840203471547,0.3482388808295074
126,-21.85286508419322,0.1628252717413311,3.0827349347338893,0.2972515288719356,0.725781368688082,0.2632021405129394
127,-21.414200169356775,0.1589496388617237,3.103972538941825,0.20599966102382425,0.6111175397505174,0.32110786645201655
128,-21.66196539646681,0.1617895550602484,3.156404526300804,0.28639488033098753,0.7324332327048537,0.28771846271164153
129,-21.517608325973868,0.1572760124363706,3.132538405886217,0.34459136728555484,0.7725008836484806,0.3073877359260438
130,-21.6682014452401,0.16011733376869003,3.142635301963544,0.32650165485122523,0.7585049946620616,0.28676229526936897
131,-21.67777038493398,0.1638048166881821,3.1033090176344795,0.355905734594157,0.8190783219241565,0.2862653608379806
132,-21.752610021066914,0.1614976885456105,3.1498717917433265,0.3479588092783937,0.7676434416488466,0.27546172830013815
133,-21.8986354350844,0.16197413413127715,3.166540603557959,0.28901509702829464,0.7507255629435395,0.2582254183434749
134,-21.88415582960371,0.16301333396764628,3.1273768478593116,0.2115113787014746,0.62395892265403,0.2590202891974234
135,-21.84519359408715,0.1613355365858291,3.150816495758652,0.34988602348282866,0.8024293514573989,0.2648272361891513
136,-21.862908354877696,0.1617031634962404,3.165897368487003,0.2629736772405015,0.6876239197194771,0.2621236830778134
137,-21.307093451072884,0.16086850981136175,3.161990262452262,0.3642101163058637,0.7887424246226298,0.3382413687314349
138,-21.958407724447724,0.16364422724054306,3.1600978838546907,0.23529663936582348,0.6476308624151617,0.25003717833926475
139,-21.654623649180458,0.16049166221371436,3.139588713162165,0.27344913959659195,0.6984666235510079,0.2881429795659832
140,-21.979711753580048,0.16256490101218132,3.1622184468041357,0.26448163007578657,0.6931122448625313,0.24800020874313156
141,-21.903774675004996,0.16540781627134937,3.116345637362733,0.25720867600557845,0.673449916987898,0.25693173367720323
142,-21.731815196023845,0.16490727912010927,3.1149025965630384,0.25882396633508004,0.6859142554566149,0.27827048583743713
143,-21.922677412711657,0.1628046465382334,3.1757272557500493,0.30410010892721084,0.7645604763729152,0.2554894944305239
144,-21.911118610559168,0.16249265607068014,3.133315550572575,0.2887160276010138,0.7133901651391317,0.25611627814662585
145,-21.24153875321213,0.16398513340261933,3.076260605095499,0.2830665263620545,0.7033835678805367,0.348708508231681
146,-21.821540674643018,0.16202348334398817,3.161584030122052,0.35359503386119995,0.7970568955179729,0.2674843368861361
147,-21.907851707230808,0.16557374900546995,3.1220105811087766,0.3159127102945358,0.7721945076703202,0.257334901681922
148,-21.9425023686485,0.16197958335539608,3.1286117590079017,0.2323559569245645,0.6530886851513533,0.25211194686622507
149,-21.389444024822144,0.1665380074798239,3.039236907314545,0.28663818405734265,0.6915262322830955,0.32602990955496225
150,-21.906551620587543,0.16229272881388013,3.1784874155418943,0.2887947175356396,0.7297458229387708,0.2567313101058695
151,-21.862887496073018,0.16592707864063722,3.1635057543500995,0.2990615313102666,0.7472761256358494,0.26214322294216613
152,-21.82353020167348,0.16047057874092044,3.1322538205123416,0.274175187707672,0.7267293783560308,0.26720095202048544
153,-21.900627497971644,0.16308818074902007,3.1945016889712603,0.31396084615155545,0.7394909068484145,0.2573419748982013
154,-21.429796385080667,0.1629563334726947,3.0964919657420404,0.27303409887893076,0.678048181081301,0.3194297719020055
155,-21.243486780129057,0.16278797685907492,3.002329546036356,0.28608411426256464,0.670840203471547,0.3482388808295074
156,-21.85286508419322,0.1628252717413311,3.0827349347338893,0.2972515288719356,0.725781368688082,0.2632021405129394
157,-21.416781800226147,0.15815830535479355,3.1107233278105633,0.1975904800209966,0.6027323260304434,0.3205945838446555
158,-21.600285731579124,0.16169913617886697,3.1544025240882414,0.26042041237130914,0.707454640082714,0.29553943670257743
159,-21.517608325973868,0.1572760124363706,3.132538405886217,0.34459136728555484,0.7725008836484806,0.3073877359260438
160,-21.6682014452401,0.16011733376869003,3.142635301963544,0.32650165485122523,0.7585049946620616,0.28676229526936897
161,-21.67777038493398,0.1638048166881821,3.1033090176344795,0.355905734594157,0.8190783219241565,0.2862653608379806
162,-21.786006509898378,0.1624793267980707,3.1419130687680545,0.33944396097944535,0.7663874006817196,0.2715563620651675
163,-21.8986354350844,0.16197413413127715,3.166540603557959,0.28901509702829464,0.7507255629435395,0.2582254183434749
164,-21.87359173690068,0.16311059233611716,3.1218614641147266,0.2022444071444528,0.6106047319592599,0.2601956462588537
165,-21.84519359408715,0.1613355365858291,3.150816495758652,0.34988602348282866,0.8024293514573989,0.2648272361891513
166,-21.8818887959572,0.16292792449608745,3.15208228945517,0.2706220724864721,0.703572094427804,0.26000071009372616
167,-21.307093451072884,0.16086850981136175,3.161990262452262,0.3642101163058637,0.7887424246226298,0.3382413687314349
168,-21.961282780664888,0.1637142397990195,3.161726180675696,0.23204887827170317,0.6436328663313596,0.2496675847423726
169,-21.654623649180458,0.16049166221371436,3.139588713162165,0.27344913959659195,0.6984666235510079,0.2881429795659832
170,-21.953561168600107,0.16237435339224654,3.163612527462763,0.27239472386566527,0.7116950073560535,0.25129827675550487
171,-21.903774675004996,0.16540781627134937,3.116345637362733,0.25720867600557845,0.673449916987898,0.25693173367720323
172,-21.660097193822768,0.16579889916540633,3.109030043975459,0.28109750021969987,0.7150812123603016,0.28733297699660576
173,-21.922677412711657,0.1628046465382334,3.1757272557500493,0.30410010892721084,0.7645604763729152,0.2554894944305239
174,-21.911118610559168,0.16249265607068014,3.133315550572575,0.2887160276010138,0.7133901651391317,0.25611627814662585
175,-21.24153875321213,0.16398513340261933,3.076260605095499,0.2830665263620545,0.7033835678805367,0.348708508231681
176,-21.821540674643018,0.16202348334398817,3.161584030122052,0.35359503386119995,0.7970568955179729,0.2674843368861361
177,-21.9493365427302,0.16728016106578117,3.102989860660443,0.297800946971487,0.7602445629290969,0.2524566417742988
178,-21.9425023686485,0.16197958335539608,3.1286117590079017,0.2323559569245645,0.6530886851513533,0.25211194686622507
179,-21.506031701303964,0.1662196261308653,3.0693012870065313,0.2842514562124909,0.7016728727488891,0.30936065912419397
180,-21.87150425527323,0.16217676301872888,3.175251625346484,0.2872239858273607,0.7284876191700057,0.2611674942416648
181,-21.8270483952101,0.1648575822305825,3.1596637829046035,0.3041128914414521,0.7493432104007065,0.2666752652354444
182,-21.82353020167348,0.16047057874092044,3.1322538205123416,0.274175187707672,0.7267293783560308,0.26720095202048544
183,-21.900627497971644,0.16308818074902007,3.1945016889712603,0.31396084615155545,0.7394909068484145,0.2573419748982013
184,-21.429796385080667,0.1629563334726947,3.0964919657420404,0.27303409887893076,0.678048181081301,0.3194297719020055
185,-21.243486780129057,0.16278797685907492,3.002329546036356,0.28608411426256464,0.670840203471547,0.3482388808295074
186,-21.850767441324216,0.16266736844857702,3.0866136527137273,0.3038673969014446,0.7346686825816804,0.26351365829582946
187,-21.419687860753807,0.15818094899167354,3.1110921857350924,0.19908051345385552,0.6045328408771387,0.3202035297630082
188,-21.6160675815649,0.16133156633385046,3.1516681269316673,0.2757759788444469,0.7193174181389631,0.29349985673005
189,-21.517608325973868,0.1572760124363706,3.132538405886217,0.34459136728555484,0.7725008836484806,0.3073877359260438
190,-21.6682014452401,0.16011733376869003,3.142635301963544,0.32650165485122523,0.7585049946620616,0.28676229526936897
191,-21.641663099428975,0.1630180040312412,3.1043979293057946,0.3339649501412534,0.789062128605444,0.29101351323142816
192,-21.786006509898378,0.1624793267980707,3.1419130687680545,0.33944396097944535,0.7663874006817196,0.2715563620651675
193,-21.917574369334805,0.16167046385551131,3.1711067003853532,0.2896437209528532,0.7535555746369428,0.25591440046807784
194,-21.87359173690068,0.16311059233611716,3.1218614641147266,0.2022444071444528,0.6106047319592599,0.2601956462588537
195,-21.816579803455593,0.16009384143370226,3.1498294687368857,0.4116936163793543,0.8795152022199133,0.26859081290038805
196,-21.901967071335747,0.16288757117370284,3.161884247401617,0.2840742737060466,0.7285354407780926,0.25770150864485697
197,-21.307093451072884,0.16086850981136175,3.161990262452262,0.3642101163058637,0.7887424246226298,0.3382413687314349
198,-21.974462884651167,0.16405656147784556,3.1576898178768307,0.218383608592961,0.6228955437340012,0.24796653118001738
199,-21.687120668181613,0.15978374821108934,3.129407567545751,0.2714879608787794,0.680892511100792,0.28362793045041207
200,-21.953561168600107,0.16237435339224654,3.163612527462763,0.27239472386566527,0.7116950073560535,0.25129827675550487
201,-21.903774675004996,0.16540781627134937,3.116345637362733,0.25720867600557845,0.673449916987898,0.25693173367720323
202,-21.660097193822768,0.16579889916540633,3.109030043975459,0.28109750021969987,0.7150812123603016,0.28733297699660576
203,-21.930689237775375,0.162829845357114,3.175906042713424,0.3033177772004153,0.7642457483241843,0.25441247881298146
204,-21.911118610559168,0.16249265607068014,3.133315550572575,0.2887160276010138,0.7133901651391317,0.25611627814662585
205,-21.24153875321213,0.16398513340261933,3.076260605095499,0.2830665263620545,0.7033835678805367,0.348708508231681
206,-21.821540674643018,0.16202348334398817,3.161584030122052,0.35359503386119995,0.7970568955179729,0.2674843368861361
207,-21.99266502547934,0.1685537349526128,3.0926642425129938,0.28675381385835147,0.7586149799615276,0.24738983387137994
208,-21.938710167705697,0.16197911228182968,3.1318906250779905,0.23725401628414666,0.6615291807577968,0.2526404431712142
209,-21.506031701303964,0.1662196261308653,3.0693012870065313,0.2842514562124909,0.7016728727488891,0.30936065912419397
210,-21.87150425527323,0.16217676301872888,3.175251625346484,0.2872239858273607,0.7284876191700057,0.2611674942416648
211,-21.781738216898585,0.16642625537540195,3.161117132317716,0.3173407355629631,0.7625888176744011,0.2719826911712484
212,-21.82353020167348,0.16047057874092044,3.1322538205123416,0.274175187707672,0.7267293783560308,0.26720095202048544
213,-21.90407301416256,0.16305857172501448,3.1923703552334186,0.31274099438543673,0.7423281746734032,0.25700621169025833
214,-21.429796385080667,0.1629563334726947,3.0964919657420404,0.27303409887893076,0.678048181081301,0.3194297719020055
215,-21.329715217987804,0.16286589623311573,3.0459101137603315,0.28004426226000356,0.6741762239068398,0.3349053521605687
216,-21.850767441324216,0.16266736844857702,3.0866136527137273,0.3038673969014446,0.7346686825816804,0.26351365829582946
217,-21.419687860753807,0.15818094899167354,3.1110921857350924,0.19908051345385552,0.6045328408771387,0.3202035297630082
218,-21.6160675815649,0.16133156633385046,3.1516681269316673,0.2757759788444469,0.7193174181389631,0.29349985673005
219,-21.470773652170244,0.15770883726298207,3.1222808287511277,0.2749945433858856,0.6921629433113966,0.31351744050352714
220,-21.6682014452401,0.16011733376869003,3.142635301963544,0.32650165485122523,0.7585049946620616,0.28676229526936897
221,-21.651668799466776,0.16298138219473948,3.1074824109624792,0.33193017065763736,0.7864251318973402,0.2897142232403157
222,-21.7867694012904,0.16248482529435299,3.1417384137821647,0.3382489151687271,0.7650304908344531,0.2714574071090353
223,-21.917574369334805,0.16167046385551131,3.1711067003853532,0.2896437209528532,0.7535555746369428,0.25591440046807784
224,-21.87359173690068,0.16311059233611716,3.1218614641147266,0.2022444071444528,0.6106047319592599,0.2601956462588537
225,-21.816579803455593,0.16009384143370226,3.1498294687368857,0.4116936163793543,0.8795152022199133,0.26859081290038805
226,-21.883686394298845,0.1628967312373246,3.157847087278964,0.28757800565598085,0.7327861205667261,0.2600409504629671
227,-21.307093451072884,0.16086850981136175,3.161990262452262,0.3642101163058637,0.7887424246226298,0.3382413687314349
228,-21.974462884651167,0.16405656147784556,3.1576898178768307,0.218383608592961,0.6228955437340012,0.24796653118001738
229,-21.687120668181613,0.15978374821108934,3.129407567545751,0.2714879608787794,0.680892511100792,0.28362793045041207
230,-21.946153241770286,0.1623950019494038,3.158324491153764,0.27524344527689876,0.7119908803053213,0.2521392110304129
231,-21.883919270071754,0.16496190536505767,3.1185614746067576,0.26304906863161626,0.6806188258258598,0.2594460171566527
232,-21.660097193822768,0.16579889916540633,3.109030043975459,0.28109750021969987,0.7150812123603016,0.28733297699660576
233,-21.930689237775375,0.162829845357114,3.175906042713424,0.3033177772004153,0.7642457483241843,0.25441247881298146
234,-21.904987979765917,0.16238702925556947,3.119973792041597,0.28414193118905484,0.6974593111691141,0.2566500047638143
235,-21.24153875321213,0.16398513340261933,3.076260605095499,0.2830665263620545,0.7033835678805367,0.348708508231681
236,-21.821540674643018,0.16202348334398817,3.161584030122052,0.35359503386119995,0.7970568955179729,0.2674843368861361
237,-21.99266502547934,0.1685537349526128,3.0926642425129938,0.28675381385835147,0.7586149799615276,0.24738983387137994
238,-21.938710167705697,0.16197911228182968,3.1318906250779905,0.23725401628414666,0.6615291807577968,0.2526404431712142
239,-21.506031701303964,0.1662196261308653,3.0693012870065313,0.2842514562124909,0.7016728727488891,0.30936065912419397
240,-21.83657632067317,0.16227948511210133,3.1977869965177783,0.31319413882433444,0.7632869377587371,0.2655991323422464
241,-21.781738216898585,0.16642625537540195,3.161117132317716,0.3173407355629631,0.7625888176744011,0.2719826911712484
242,-21.82829872370084,0.16072905028336723,3.120195537939681,0.17982668626488157,0.6219062381958509,0.2662473977041702
243,-21.90407301416256,0.16305857172501448,3.1923703552334186,0.31274099438543673,0.7423281746734032,0.25700621169025833
244,-21.435928773536666,0.16296187493768852,3.0995913257333942,0.27260455707559766,0.6782854319664426,0.31848151887414644
245,-21.329715217987804,0.16286589623311573,3.0459101137603315,0.28004426226000356,0.6741762239068398,0.3349053521605687
246,-21.850767441324216,0.16266736844857702,3.0866136527137273,0.3038673969014446,0.7346686825816804,0.26351365829582946
247,-21.419687860753807,0.15818094899167354,3.1110921857350924,0.19908051345385552,0.6045328408771387,0.3202035297630082
248,-21.6160675815649,0.16133156633385046,3.1516681269316673,0.2757759788444469,0.7193174181389631,0.29349985673005
249,-21.470773652170244,0.15770883726298207,3.1222808287511277,0.2749945433858856,0.6921629433113966,0.31351744050352714
250,-21.6682014452401,0.16011733376869003,3.142635301963544,0.32650165485122523,0.7585049946620616,0.28676229526936897
251,-21.651668799466776,0.16298138219473948,3.1074824109624792,0.33193017065763736,0.7864251318973402,0.2897142232403157
