flux,fluxerr
0.11913278893313797, 0.08586539826702534
0.12614736795895318, 0.08273690536602273
0.13301506078814773, 0.07925335219551073
0.13961442165505814, 0.0754032781026246
0.1458056932580769, 0.07118312605231145
0.15143073779406668, 0.06659999739767895
0.15631384300355256, 0.06167498453720973
0.1602637534013479, 0.05644717956047657
0.1630773774481286, 0.05097847440651169
0.16454574696563068, 0.04535927015186649
0.16446296130464938, 0.03971512295769651
0.16263904256100115, 0.03421388607347294
0.15891786790147724, 0.029071132683851884
0.15320164099713718, 0.02454614583012232
0.1454837290051165, 0.02090841617816179
0.13589213942369513, 0.018345522962816888
0.12474480237113303, 0.016833151375974405
0.11258063861460876, 0.01612738114891048
0.10010794011588152, 0.01594313525754715
0.08812178413924379, 0.0160723321202841
0.07735679451331728, 0.016399737646166805
0.06826034338770125, 0.01689728347570201
0.060919225073388546, 0.017589724770096793
0.05518772142549348, 0.018490019292823866
0.05082646441502024, 0.019503139928280167
0.04757319443949799, 0.020420643601913535
0.045160614343220606, 0.021014752080839787
0.04332731338392563, 0.021124947145286385
0.041828354270507385, 0.020705856252117315
0.040446588918376304, 0.019846240401814264
0.03900578871579688, 0.018770753399524158
0.03738675758842652, 0.017825087648872494
0.035545820877164784, 0.017435206622089843
0.03351390058647201, 0.018048705214690867
0.03136121306140949, 0.020003135246782263
0.029158960948174103, 0.0233227829614758
0.02696256817427671, 0.027736570423130675
0.024813006406717665, 0.032884780434775
0.022739738254045058, 0.03844863690737347
0.02076312578452488, 0.04418042091304759
0.018896391782330182, 0.0498961975606367
0.01714721155062981, 0.05546254006772033
0.015519000080887678, 0.06078519143067119
0.014011948525859064, 0.06580036192234992
0.012623854804690623, 0.07046803807305684
0.011350785549641603, 0.07476671436861676
0.010187600236987365, 0.07868915825588546
0.009128363028788824, 0.08223896468807966
0.00816666341826248, 0.08542774197145572
0.007295863076975438, 0.08827281828528379
0.006509283227144529, 0.09079538512348174
0.005800344306060947, 0.09301901003855903
0.0051626675673323566, 0.09496846172778566
0.004590146503965066, 0.09666879834198489
0.004076994521509375, 0.09814467621575369
0.0036177740853424777, 0.09941984163224854
0.003207411572587796, 0.10051677303452222
0.1312519548432999, 0.09517640454993861
0.13937728048784442, 0.09168837826630913
0.14736182852650428, 0.08778401469021835
0.15506196008576628, 0.08344698537906793
0.16231094654634098, 0.07866998310989941
0.16891864166306145, 0.07345805963955737
0.17467223236340224, 0.06783268105778786
0.17933852528886687, 0.06183662402812453
0.18266836282639257, 0.055539868002025206
0.18440393423429507, 0.04904667653336313
0.1842899628004834, 0.04250405170533515
0.18209001893122975, 0.03611141702196712
0.17760954405444887, 0.030129629089420445
0.17072758635428567, 0.02488058019441299
0.1614397650568411, 0.02070930793291848
0.14991561767986275, 0.01785720573666476
0.13657197864719708, 0.016265861806759457
0.12211263527499523, 0.015576724562234788
0.1074532680479331, 0.015419968509761513
0.09360327330651014, 0.015561997494519607
0.08146370129914833, 0.015885449927101294
0.07152375476692825, 0.016377483739423236
0.06377643152273228, 0.01710205227068104
0.0579196850059497, 0.018118630159914235
0.05357043553360528, 0.019328137695591944
0.05036437719313791, 0.02045668282588962
0.04796726690847668, 0.021199407037484328
0.046077393209802864, 0.02134604407123152
0.04442962573367418, 0.02084144910218855
0.04280181158541309, 0.019801938505921504
0.04102437776011893, 0.018505461599481157
0.038994155670312315, 0.017357391097953676
0.03669154544709454, 0.016834247052139647
0.034176841531476515, 0.017451598910336128
0.031548998429469274, 0.01964310035935172
0.028901423977365462, 0.023461293280610678
0.0263035447828362, 0.028571719959894132
0.023803945376456293, 0.03453469867944947
0.02143509756063141, 0.04097017158993683
0.0192171417967458, 0.047587242565644186
0.01716089349431898, 0.054171291329329095
0.015270221758311917, 0.06056713874572351
0.013543921355696518, 0.06666565888102048
0.011977176574868525, 0.07239368174986109
0.010562697464526715, 0.07770618852288955
0.009291593981026297, 0.08258008949210388
0.008154041286919596, 0.08700916384647912
0.007139779364869689, 0.09099990974132653
0.0062384818554720245, 0.09456814131460684
0.005440022275463672, 0.09773621444562434
0.004734660259650782, 0.10053078734356186
0.0041131659763815765, 0.10298103666371909
0.003566897211074407, 0.10511726004882835
0.0030878406451093432, 0.10696980415178807
0.0026686264543509773, 0.10856826432291615
0.002302523410340787, 0.10994090863414889
0.0019834201034403275, 0.11111428489852619
0.14179384533023076, 0.1035808661758966
0.15099525146142315, 0.09976113402867162
0.16007335098460068, 0.09546499253796617
0.16886358287891345, 0.09067087354957021
0.1771732646263128, 0.08536729965293284
0.1847808961865324, 0.07955682566275839
0.19143673598317473, 0.07326084294698375
0.19686521935969334, 0.06652539113667687
0.20076996711856906, 0.05942816428183522
0.20284235603794823, 0.052086971087976504
0.2027749061430397, 0.044669996928763556
0.20028109510708794, 0.03740811651786295
0.19512365579897095, 0.030608085076297406
0.18715396993525524, 0.024657846738242242
0.1763658650664685, 0.019987547013142055
0.16296798557901696, 0.01690160535776573
0.14747702499883822, 0.01528951730307518
0.13076791732275472, 0.014644183270379987
0.11397663249490006, 0.01451481740599894
0.09834697773012326, 0.01466498879229387
0.08496448497588144, 0.014977784973808889
0.07435476058167613, 0.015444821524361255
0.06638412075266216, 0.01617072730226072
0.06055386603923437, 0.017283180084303178
0.05631017855880481, 0.018689584802267782
0.05317902366489468, 0.020037333414565893
0.05076569658045077, 0.020928895190521015
0.048743657259523086, 0.02109931153379819
0.046847864110829446, 0.020490143931974233
0.044872701030355205, 0.019260394752405995
0.042674797083086156, 0.01775792537709676
0.04018129289369014, 0.01644775016166523
0.037402351356363536, 0.01581971271070381
0.034424179117838086, 0.016413515582758886
0.031366016164648264, 0.01877330818288164
0.028334663238489568, 0.023019873758785687
0.025406458039943992, 0.02876881206776435
