flux,fluxerr
0.25203678071760416, 0.021594283155320443
0.2677821081532235, 0.015899330390016484
0.2824697416287904, 0.012083302840374113
0.2954111803993979, 0.010536092246500192
0.3057433785670784, 0.010591566749055616
0.31250001820234197, 0.011134526580540184
0.3148012794218333, 0.011645042317325835
0.312060509165083, 0.01199050021286384
0.30408719309581683, 0.012090109132795058
0.29106563154137916, 0.01196575690327712
0.27353708609825444, 0.011805822889317988
0.2524113628407249, 0.011811662015297467
0.2289809014038789, 0.011929298018577044
0.20480201772683254, 0.011908888928265186
0.18145687435963095, 0.011615965078828089
0.1603033923868308, 0.011169470402565058
0.1422130993809688, 0.010819587106212508
0.12734182825008145, 0.010693719069062153
0.11515248649797587, 0.01072180995066779
0.10464002458318902, 0.010744715943001927
0.09469769034957558, 0.010697748595088057
0.0845667152035285, 0.01065522515227705
0.0741692160044739, 0.010680861619968245
0.06394703576822493, 0.010744504797422928
0.05448115470517457, 0.010752558087763705
0.04627145985835412, 0.010687951998924835
0.039598084876685986, 0.010640073932097394
0.03442719118416815, 0.01066550030364994
0.030475510166170804, 0.010723671562650744
0.02734449842742286, 0.010724119332094816
0.02463664484087706, 0.010666961173458693
0.022063331645992553, 0.010644228628262569
0.019520256094951702, 0.010693109855730219
0.017074174006556232, 0.010746053189636047
0.014898850782454842, 0.010716184692812034
0.013171569410675862, 0.010684574031944115
0.011961533495880337, 0.010914288657193245
0.011192729248738428, 0.011644590799490971
0.010734042850864375, 0.012825576708528455
0.01047587197787851, 0.014059229632071877
0.0103380680013888, 0.014884613067614572
0.010263447417848784, 0.015018503277897818
0.010212390880221685, 0.01444965750518199
0.010158501239973557, 0.013459681081266085
0.010085107278881665, 0.012553648426078636
0.009982434914051205, 0.012169041089724384
0.009845331013641311, 0.012241721660122079
0.009671691430568893, 0.012296912139497159
0.009461564523475907, 0.01207859079974265
0.009216570397159516, 0.012051378659506359
0.008939535272579254, 0.013424805630193763
0.008634277038424995, 0.017075427045170104
0.008305311578813271, 0.022731184838249468
0.00795747150314926, 0.029705618294264366
0.007595610613662513, 0.03744240799249301
0.007224398269762987, 0.04555203831712672
0.006848182851004102, 0.05375772251667722
0.23579713545939457, 0.01982846578015075
0.25143123590628264, 0.014374122215149719
0.2661713048993571, 0.01072563215701396
0.2793542359794799, 0.009282565207426697
0.29014227729173936, 0.009367831401858867
0.29759020561299815, 0.00987391736740122
0.3008223908400882, 0.010335043995649532
0.299224352416618, 0.010652564583381166
0.29254349039310756, 0.010741385448758616
0.28088160534315326, 0.010609097136146838
0.2646927269212504, 0.010444270322111896
0.24481001246619943, 0.010460339904539151
0.22247366121785894, 0.010602227714652608
0.1992148050389547, 0.010605463173579532
0.17661092243642848, 0.010327734791337834
0.15602931493947164, 0.009891871185567936
0.13835954485912472, 0.009556163597971725
0.12378217801324427, 0.009447835278028362
0.11180318055020116, 0.00948934569427127
0.10149138015954401, 0.00951530772640849
0.09182125741219378, 0.009463153492854908
0.08207631826422038, 0.009416167329674948
0.07214993758687342, 0.009443071345076085
0.06241578241924551, 0.009511361352309806
0.053401029694128695, 0.009520681268666363
0.045577739479333634, 0.00945262028266997
0.03921469816262721, 0.009402606031031793
0.034274062211599995, 0.009430690944559297
0.030469274442132408, 0.009493285969791114
0.02739689729896121, 0.009493249495014493
0.024659421526030418, 0.009430600089320099
0.02198354813847287, 0.009404895825870837
0.019302424633260377, 0.009458194840701055
0.016738034657851796, 0.009519246731873642
0.014523866960602764, 0.009489182231879983
0.012877810676952166, 0.009438793978234751
0.011864305091075986, 0.009631288304009953
0.01135451756795395, 0.010320087104559263
0.0111546511833162, 0.011469191302157221
0.011111964710449274, 0.012680241341800024
0.011123207427518633, 0.013488936808216464
0.01112297340967673, 0.013609320031639891
0.01107402603845662, 0.01302563636308589
0.010959416328897794, 0.012018075969135704
0.010775966681869913, 0.01110699856891166
0.010528749212024605, 0.010756730160983092
0.010226399359898082, 0.010893112206245363
0.009878311241472258, 0.010993788057905195
0.009493823884357919, 0.010760763148257312
0.009081852785299618, 0.010639990453568749
0.008650621320990821, 0.011884071848894414
0.008207471521083764, 0.015403854375457134
0.007758795561527358, 0.02088124871199794
0.007310066626951878, 0.02761341804909011
0.006865896423254482, 0.03506126317291428
0.006430103227257977, 0.04285554273862968
0.0060057853938213605, 0.050734995548697315
0.22168833252486436, 0.018194893673184317
0.23686703881449583, 0.013063579257404857
0.2512614475456858, 0.00963741790139742
0.2642421167998907, 0.00830171542373419
0.27501099532795686, 0.008397057263222305
0.282664258794659, 0.008862682755542733
0.2863564288685097, 0.009279242268957958
0.2854769101312683, 0.009569351048071361
0.2797459173647389, 0.009649651828151517
0.2692147392376241, 0.009520086889666995
0.25427150892651684, 0.009360307456386259
0.23567404949923243, 0.009379814995511934
0.21458265293879597, 0.009525832357143665
0.19245067974794913, 0.009539403920747364
0.17078881325975023, 0.009281330823460747
0.15091819558822045, 0.008870549774263183
