flux,fluxerr
0.12239089368980498, 0.029640354241617622
0.14089590178481495, 0.003809078248704805
0.15941020505232817, 0.012653405132116189
0.1802440177356781, 0.011741306579768712
0.20534368715080908, 0.001969373088148108
0.23179839541549874, 0.007444766672142381
0.2504735558554503, 0.0035464892615992595
0.2542465297992953, 0.024029280875662834
0.2441106462650143, 0.04414619407850622
0.22463364375671688, 0.05609029788247488
0.19995434894422315, 0.05651031882809624
0.17252240371792138, 0.04531394111153864
0.143272422627459, 0.02563128683577942
0.11284060435861926, 0.004811352027624319
0.08417587419591707, 0.007085479099173522
0.06478785161082862, 0.0024080864851787373
0.05946022419497197, 0.009597921713821806
0.06040711475833964, 0.010232063340919953
0.05421895804068134, 0.0019028928399053473
0.037564879509238994, 0.006107247460838757
0.02450850702766753, 0.0026168565496971735
0.025228073837862568, 0.010420219392149887
0.029831529262944353, 0.007049749442986983
0.0233075843373594, 0.004115933578588644
0.006682199756969312, 0.004926200391598011
-0.0027746012987747634, 0.006452416725297505
0.003413596349621245, 0.012680074068786639
0.01785507108254892, 0.0048913892327739055
0.029316216443778163, 0.013001985758731559
0.03253855626461221, 0.026135087403966157
0.02853032186033752, 0.026929936661827508
0.020775170639523742, 0.015339822216046397
0.01332918894537041, 0.002016266933696332
0.009927175896562994, 0.006805934665956903
0.012552564095510085, 0.003180787153957181
0.01792360481511023, 0.012803416352720644
0.01662924315318512, 0.009635707554061288
0.0003325423531102422, 0.008983646924931392
-0.030709917085371987, 0.03405542697325992
-0.07226082936516044, 0.05749905026611836
-0.12005837263260935, 0.0741376876947844
-0.16942943136880806, 0.08151837688433516
-0.21438736181026813, 0.07880085700091681
-0.2467214149456467, 0.06626051689453671
-0.25565464044236447, 0.04551436862229707
-0.22922339146880424, 0.020491201088576827
-0.15977779187210792, 0.0023173123381648544
-0.05724567350322613, 0.00848037540680796
0.04506910856855948, 0.005063221776433826
0.11832362900012319, 0.029850182558708683
0.15696390772471897, 0.05728648201090585
