name          redshift     t0       t0_err         x0         x0_err         x1          x1_err          c          c_err   mwebv      cov_x0x1       cov_x0c       cov_x1c  chiquad/dof modelo
05D1hk     0.263     53719     0.062869    5.91799e-05  4.40932e-07    0.938764       0.068868     -0.00100022    0.00583705   0.0234   -1.85417e-08  -2.24292e-09     0.000138263  11.4649     salt2_ori
12869.0    0.278     53978.9   1.27398     4.8613e-05   4.4944e-06     0.596886       0.911732     -0.024922      0.0862259    0.133    -1.79669e-06  -3.08971e-07     0.00824426    0.614617   salt2_ori
18323.0    0.155     54375.4   0.155198    0.000143534  3.94222e-06    0.176453       0.219787     -0.0383828     0.0188034    0.0276   -7.44447e-07  -5.12845e-08     0.00210917    1.50004    salt2_ori
05D2hc     0.35      53471.8   0.136987    1.51534e-05  1.37898e-07   -0.674873       0.140707      0.0381566     0.0111731    0.018    -7.05507e-09  -1.16485e-09     0.000121135   1.46963    salt2_ori
18486.0    0.246     54390.2   0.541915    9.0849e-05   4.89604e-06    0.977945       0.471252     -0.127414      0.0551966    0.0956   -1.29051e-06  -2.36503e-07     0.00722238    0.741635   salt2_ori
2031.0     0.153     53636.6   0.181279    0.000237835  2.87736e-06    0.683317       0.154686     -0.120717      0.0119943    0.0729   -2.26816e-07  -1.85186e-08     8.83772e-05   1.2866     salt2_ori
05D4be     0.537     53549.7   0.875666    1.2785e-05   2.08707e-07    1.43915        0.263001     -0.131765      0.0166356    0.0282    2.39936e-08  -2.13488e-09    -0.00137933    2.54513    salt2_ori
sn2006et   0.022172  53994.5   0.163781    0.00741316   9.87305e-05    0.817702       0.105137      0.128055      0.010264     0.019    -4.33528e-06  -8.22541e-07     0.00016809    2.41419    salt2_ori
05D2mp     0.3537    53711.7   0.0894186   1.97003e-05  3.4956e-07     1.44161        0.151654      0.0215361     0.0125856    0.0197   -4.64619e-08  -3.6242e-09      0.00107192    1.56245    salt2_ori
Gabi       1.12      53488     0.577281    1.62441e-06  2.88529e-08    0.907515       0.313061     -0.220012      0.0667538    0.01151  -5.37308e-09  -1.0635e-10      0.00466462    0.966306   salt2_ori
15201.0    0.2085    54028.3   0.460544    4.27242e-05  3.60934e-06   -2.45452        0.570983     -0.0903293     0.0821804    0.0716   -6.00708e-07  -2.72661e-07     0.00506473    0.674781   salt2_ori
1371.0     0.11909   53633.4   0.0909089   0.000424039  3.7683e-06     0.823156       0.0850812    -0.0901548     0.00805331   0.0451   -2.02957e-07  -1.66986e-08     0.000118625   1.65703    salt2_ori
04D3co     0.62      53101.8   0.428461    5.35653e-06  3.32398e-07   -0.823191       0.5282        0.0254738     0.15343      0.0098   -5.49471e-08  -4.28184e-08    -0.0123188     0.797006   salt2_ori
11206.0    0.3819    53697.1   2.41299     2.53383e-05  2.76745e-06   -1.57912        6.07631      -0.383296      0.223197     0.0252   -8.95369e-06  -3.7171e-07      0.315865      0.249016   salt2_ori
05D1ck     0.617     53628.2   0.388119    4.18162e-06  1.84822e-07    0.0868842      0.372338      0.103532      0.0882946    0.0264   -2.6805e-08   -1.31436e-08    -0.00241873    1.15665    salt2_ori
sn2001cz   0.01538   52103.9   0.0708401   0.0170891    8.98618e-05    0.233569       0.0596259     0.0515852     0.00515398   0.092    -2.04953e-06  -3.84557e-07     5.00784e-05   1.84044    salt2_ori
sn2001v    0.015018  51974     0.050874    0.0268101    0.00023724     0.798607       0.062238     -0.0119362     0.00627897   0.02     -1.04761e-05  -1.2372e-06      0.000148762   2.46884    salt2_ori
sn2006ac   0.023106  53781.8   0.0609874   0.00630796   4.64321e-05   -0.886569       0.0492741     0.0160134     0.00613954   0.016    -1.32044e-06  -2.54238e-07     0.000115511   5.61772    salt2_ori
17552.0    0.25      54357.9   0.668783    5.31016e-05  3.63465e-06    1.08157        0.47763       0.0232314     0.0731903    0.053    -4.95416e-07  -2.32858e-07     0.000982303   0.806637   salt2_ori
05D3lr     0.6       53539.6   0.677921    5.53121e-06  3.57622e-07    0.697869       0.825238      0.00754204    0.0982952    0.011    -1.65002e-07  -2.57507e-08    -0.00150617    0.136933   salt2_ori
15583.0    0.178     54040.9   0.20067     9.08068e-05  1.84987e-06   -0.157837       0.229403      0.0291666     0.0200984    0.0223   -3.04033e-07  -1.97389e-08     0.00173963    1.49246    salt2_ori
3080.0     0.175     53647.7   0.140678    0.000145875  2.57322e-06    0.095249       0.202278     -0.0668572     0.0134344    0.046    -4.10221e-07  -1.8894e-08      0.00090994    0.832644   salt2_ori
17366.0    0.13929   54351.4   0.243307    0.000274066  4.06277e-06    0.569693       0.161423     -0.110463      0.0129802    0.0799   -3.19475e-07  -3.51085e-08     0.000300822   0.999512   salt2_ori
05D1hm     0.587     53697.3   1.74407     4.04248e-06  2.41376e-07    0.931791       0.542014      0.176727      0.090101     0.0287    3.37135e-08  -1.88406e-08    -0.00762431    0.493784   salt2_ori
3199.0     0.2511    53647     0.472978    5.44181e-05  3.9035e-06     0.941736       0.460871     -0.212063      0.0745915    0.0351   -1.06141e-06  -2.48309e-07     0.0088051     0.833407   salt2_ori
sn1992p    0.025401  48718.5   0.536901    0.00682364   0.000108925    0.783809       0.379069     -0.0927865     0.0186477    0.021     1.06602e-05  -1.41321e-06    -0.00160111    0.745592   salt2_ori
sn2003w    0.020071  52680.6   0.0394663   0.0079265    4.77808e-05    0.120139       0.0494721     0.11688       0.0049226    0.048    -1.21908e-06  -1.85389e-07     2.54167e-05   9.70021    salt2_ori
6406.0     0.12449   53674.8   0.104559    0.000257615  2.37706e-06    0.147507       0.1291       -0.00743375    0.00898653   0.0753   -1.96018e-07  -1.59917e-08     0.00055562    1.33715    salt2_ori
16619.0    0.1151    54071.5   0.624059    0.000376675  7.87983e-06    1.78864        0.537327     -0.0174921     0.0207279    0.0278   -1.18716e-06  -8.67927e-08     0.00938435    2.07577    salt2_ori
5103.0     0.1619    53654.4   0.151102    0.00012962   2.23531e-06   -0.13309        0.15812       0.0119519     0.0160317    0.0285   -2.40657e-07  -2.34546e-08     0.00097842    0.939161   salt2_ori
sn2005el   0.01491   53646.8   0.0254484   0.0210499    6.85032e-05   -1.27246        0.0156694    -0.138282      0.00286487   0.114    -5.04818e-07  -1.49349e-07    -5.36929e-08  13.1629     salt2_ori
04D1jg     0.5842    53272.8   0.774248    9.01189e-06  3.84773e-07    0.944665       0.452708     -0.165658      0.090286     0.0272   -1.45135e-08  -3.19122e-08    -0.00486456    1.27039    salt2_ori
11300.0    0.1468    53699.6   0.307087    0.000137863  2.18198e-06   -1.6005         0.623002      0.0795225     0.0207678    0.0199   -8.50693e-07  -3.37755e-08     0.00879769    2.11529    salt2_ori
2330.0     0.2132    53635.1   0.723603    3.42561e-05  4.25007e-06   -2.19728        0.680812      0.0776363     0.119541     0.0239   -7.19294e-07  -4.67409e-07     0.00623075    0.48491    salt2_ori
sn2006td   0.015878  54098.9   0.167663    0.00933248   7.88694e-05   -1.31153        0.069752      0.0849262     0.00630158   0.088     9.04543e-07  -4.13098e-07    -3.86153e-06   0.901586   salt2_ori
sn2002he   0.024564  52586.1   0.0535351   0.0056997    9.0526e-05    -1.68504        0.0864501    -0.0507939     0.0101263    0.04     -6.70161e-06  -7.74632e-07     0.00053306    4.35163    salt2_ori
18375.0    0.1085    54383.9   0.1959      0.000337726  2.64722e-06    0.205332       0.109214      0.0465787     0.0071736    0.0175   -5.43488e-08  -1.35684e-08     0.000159017   2.90292    salt2_ori
05D3ht     0.901     53489.1   0.73831     3.17793e-06  1.60258e-07    1.14785        0.457597     -0.14241       0.119772     0.0104   -4.43158e-08   9.63657e-09     0.00698368    1.26737    salt2_ori
16032.0    0.204     54046.4   0.364295    0.000101379  6.80784e-06   -1.06546        0.625725     -0.227303      0.0608633    0.0655   -2.70497e-06  -3.7592e-07      0.0142163     0.531813   salt2_ori
03D1au     0.5043    52909.7   0.184399    1.1357e-05   8.29586e-08    1.29294        0.134238     -0.0202803     0.0124252    0.0296   -6.71471e-09  -3.00327e-10    -0.000201584   1.02342    salt2_ori
18650.0    0.114     54387.8   0.107068    0.000312624  3.61634e-06    0.929841       0.10326      -0.055286      0.0100734    0.0917   -2.52202e-07  -2.79185e-08     0.00045751    1.73822    salt2_ori
16641.0    0.115     54069.8   0.824009    0.000238599  4.68342e-06    1.44845        0.709298      0.0284283     0.0270543    0.0304   -5.72375e-07  -4.34323e-08     0.0168014     0.365925   salt2_ori
sn1992bs   0.0637    48985.2   0.447503    0.000885462  2.20141e-05   -0.139613       0.127534     -0.0347135     0.0175888    0.012     9.82208e-07  -2.69866e-07    -0.000617119   1.06689    salt2_ori
sn2001en   0.015871  52193.5   0.22771     0.0163585    0.000200998   -0.849728       0.0560836     0.0129343     0.00726548   0.054     1.82454e-06  -1.0016e-06     -1.86897e-05   3.95978    salt2_ori
13254.0    0.18066   53994.7   1.16763     6.12998e-05  4.92676e-06   -0.229434       0.603409      0.118378      0.0691355    0.0437    6.94166e-08  -3.11714e-07    -0.000647659   0.680753   salt2_ori
sn2000ca   0.023616  51666.3   0.100062    0.0106919    6.78826e-05    0.458411       0.0497958    -0.108395      0.00434695   0.067    -7.09593e-07  -2.08047e-07     2.86746e-05   2.58492    salt2_ori
05D2dt     0.574     53450.8   0.307124    6.53088e-06  3.54363e-07    0.0229269      0.398078     -0.0330443     0.0892627    0.0189   -7.76901e-08  -2.79119e-08     0.00650949    1.52548    salt2_ori
sn2002ha   0.014046  52581.3   0.0581644   0.0243584    0.000155177   -1.28529        0.037516     -0.103624      0.00491059   0.102    -3.07394e-06  -6.25148e-07     6.83667e-05   4.75964    salt2_ori
05D4ek     0.536     53635.6   0.205477    8.86415e-06  1.6728e-07     0.0558751      0.204777      0.0325735     0.0225179    0.0276   -2.67325e-08  -1.7378e-09      0.00107304    0.858952   salt2_ori
13830.0    0.33      53993.4   4.6779      3.70373e-05  5.27649e-06    1.14435        1.58424      -0.0115839     0.101446     0.0402    4.8093e-06   -4.2785e-07     -0.0681679     0.637201   salt2_ori
03D4cz     0.695     52894.6   0.501715    4.37693e-06  2.81933e-07   -1.35144        0.586762     -0.140093      0.246259     0.0288   -1.0045e-07   -5.07972e-08     0.0173334     1.51213    salt2_ori
13506.0    0.243     54000.7   0.688917    3.64985e-05  3.11346e-06   -0.246981       0.710499      0.0715963     0.0828148    0.0317   -9.34251e-07  -2.25859e-07     0.00809473    1.25437    salt2_ori
15776.0    0.3176    54035.1   0.727151    3.49054e-05  2.83375e-06   -1.69249        0.924764     -0.249598      0.108769     0.0293   -1.32819e-06  -2.32211e-07     0.0115801     1.04025    salt2_ori
16116.0    0.15      54053.1   0.355784    0.000186013  2.81208e-06    1.005          0.442378     -0.107314      0.0161794    0.0314   -7.63582e-07  -3.15771e-08     0.00373748    0.923849   salt2_ori
3317.0     0.1611    53646.4   0.159802    0.000133226  2.23621e-06   -0.564114       0.17175       0.000551555   0.0139856    0.0338   -2.29255e-07  -1.69017e-08     0.000400731   1.29062    salt2_ori
19616.0    0.16549   54403.6   0.138791    0.000145474  2.68536e-06    0.00530657     0.199431     -0.0352363     0.0152153    0.0282   -4.39091e-07  -3.0335e-08      0.00187376    1.20878    salt2_ori
05D4bj     0.701     53563.7   0.409447    4.13571e-06  1.24834e-07    0.231128       0.34895       0.0314203     0.0945689    0.0282   -2.3675e-08   -7.25113e-09    -0.00109024    1.5351     salt2_ori
18463.0    0.268     54377.3   1.60428     4.81199e-05  3.73364e-06    0.939151       0.695785      0.0575562     0.0802401    0.0265    8.41169e-09  -2.32084e-07    -0.00956619    0.580666   salt2_ori
19775.0    0.1379    54404.4   0.185809    0.000138962  2.30004e-06   -0.154492       0.201655      0.096032      0.0163953    0.0873   -2.82243e-07  -2.48703e-08     0.00114057    1.07023    salt2_ori
15467.0    0.21041   54039.5   0.438745    0.000109956  7.74764e-06    1.65634        0.637717     -0.156729      0.0593468    0.0564   -3.56603e-06  -4.07345e-07     0.0157393     0.819799   salt2_ori
17791.0    0.279     54366.1   0.823574    4.45662e-05  5.90789e-06   -0.18835        0.949986     -0.430852      0.151164     0.0471   -3.42628e-06  -7.12942e-07     0.0321769     0.846782   salt2_ori
sn1994s    0.015177  49518.4   0.234626    0.0222451    0.000372792    0.229223       0.181826     -0.0656553     0.0150224    0.021    -5.01185e-05  -3.54578e-06     0.000550674   0.903527   salt2_ori
16352.0    0.248     54062.7   2.03841     7.23813e-05  6.87639e-06    4.19231        1.24445       0.00132505    0.105264     0.0502   -6.84263e-06  -6.83028e-07     0.0892375     1.73536    salt2_ori
sn2005eu   0.034897  53660.5   0.1038      0.00499071   7.71543e-05    0.995595       0.095442     -0.14204       0.012642     0.131    -3.91256e-06  -9.051e-07       0.000402477   3.52474    salt2_ori
05D2he     0.608     53466.8   1.22015     4.75411e-06  2.57686e-07    0.473954       0.807345      0.114978      0.108567     0.0172   -5.69188e-08  -2.53659e-08     0.00785937    1.81058    salt2_ori
5635.0     0.1795    53661.4   0.478584    8.07035e-05  6.89338e-06   -1.04012        0.689307     -0.0253621     0.0741809    0.0615   -2.20533e-06  -4.76214e-07     0.0135694     0.825105   salt2_ori
16206.0    0.152     54057     0.219238    0.000125117  2.17769e-06   -2.35683        0.460243     -0.0217828     0.0201014    0.0285   -6.83768e-07  -3.02424e-08     0.00530796    1.88173    salt2_ori
04D3nh     0.34      53174.5   0.0676076   2.54653e-05  1.50856e-07    0.629447       0.0671392    -0.0131578     0.00628116   0.0105   -5.85163e-09  -7.48646e-10     9.94782e-05   1.75062    salt2_ori
7847.0     0.2124    53682.5   0.686456    5.70146e-05  4.51491e-06    1.47173        0.842263      0.142519      0.0687543    0.0265   -2.55855e-06  -2.87949e-07     0.0298377     0.924092   salt2_ori
04D1pc     0.77      53325.1   0.583336    2.69071e-06  7.73013e-08   -0.0190648      0.410909      0.162446      0.111498     0.026    -1.72818e-08  -3.45176e-09     0.00305614    0.685252   salt2_ori
12856.0    0.17167   53996.9   0.224209    0.00015841   1.88172e-06    0.909171       0.190592     -0.0888809     0.0116284    0.0498   -2.02181e-07  -1.00716e-08     0.000303017   1.04691    salt2_ori
13152.0    0.207     54001.8   0.306129    9.83214e-05  3.74069e-06    0.57631        0.319924     -0.00638584    0.0361722    0.0206   -4.74767e-07  -1.21716e-07     0.00139699    0.864005   salt2_ori
sn2006mp   0.023016  54054.3   0.0772461   0.00722862   4.07071e-05    0.907929       0.112352      0.00818543    0.00585221   0.035    -2.59009e-06  -1.75293e-07     0.00020748    2.6449     salt2_ori
05D1er     0.86      53667     0.807317    2.60961e-06  1.05202e-07    0.47555        0.563377      0.314616      0.144437     0.0296   -3.7376e-08    7.84152e-09    -0.0194902     0.89325    salt2_ori
06D3bz     0.727     53776.7   0.632044    4.82298e-06  2.26184e-07   -0.475236       0.612377     -0.27302       0.261753     0.0091   -1.10027e-07  -2.90584e-08     0.0132861     0.584975   salt2_ori
11067.0    0.114     53703.2   0.528831    0.000403153  4.47177e-06    1.98522        0.462026     -0.0611328     0.0163395    0.0365   -1.56333e-06  -5.69919e-08     0.00610616    0.351934   salt2_ori
18604.0    0.178     54387.4   0.185515    7.67626e-05  1.21704e-06   -2.1193         0.198512     -0.041976      0.0173936    0.0702   -1.22561e-07  -9.30072e-09     0.000505681   1.0269     salt2_ori
sn2004gu   0.0459    53362.6   0.0544332   0.00191455   6.81396e-06    1.31217        0.0335329     0.0645894     0.00303795   0.026    -8.23011e-08  -1.61953e-08     4.97377e-06   4.98576    salt2_ori
06D3em     0.69      53881.3   1.1635      3.07576e-06  1.32366e-07   -0.274783       0.64802       0.300165      0.104211     0.0105   -2.72143e-08  -1.01688e-08     0.00594803    1.40092    salt2_ori
1032.0     0.12976   53626.5   0.151177    0.000131406  3.37079e-06   -2.59837        0.165922      0.0454293     0.0240867    0.0739   -3.11216e-07  -5.99101e-08     0.00119592    1.29753    salt2_ori
04D1pu     0.639     53330.6   0.683983    4.23274e-06  3.69859e-07   -1.03128        0.651987      0.176324      0.16263      0.0287   -1.26607e-07  -5.06041e-08     0.0218787     1.41956    salt2_ori
sn1996bv   0.016672  50404.6   0.441019    0.0129813    0.000239784    0.754052       0.207632      0.152311      0.0100239    0.105     2.19871e-05  -1.80471e-06    -0.000339707   2.19071    salt2_ori
04D1hx     0.56      53260.5   0.315281    5.94422e-06  7.75576e-08    0.0812181      0.232952      0.0909086     0.0213947    0.0272   -1.05414e-08  -7.38357e-10     0.000108233   1.69951    salt2_ori
04D1aj     0.721     52999.2   0.690945    4.82554e-06  1.58802e-07    0.271488       0.473383      0.194305      0.169776     0.0302   -4.62308e-08  -1.71513e-08     0.00591522    1.93237    salt2_ori
15354.0    0.2221    54025.3   0.902745    4.701e-05    4.20847e-06   -2.39639        0.693466      0.0189977     0.096439     0.0202   -8.34225e-07  -3.67941e-07     0.00969641    0.654633   salt2_ori
05D3cf     0.419     53418.8   0.193887    1.20129e-05  1.61873e-07   -0.243044       0.166605      0.0074675     0.0154818    0.0122   -1.33344e-08  -1.58441e-09     0.000128364   1.14339    salt2_ori
12779.0    0.07995   53971.5   0.860739    0.000394417  1.22131e-05   -0.567283       0.217721      0.094506      0.0170413    0.0961    1.73752e-06  -1.80425e-07    -0.00165478    1.09242    salt2_ori
19155.0    0.07688   54399.7   0.0472944   0.000878618  9.37452e-06    1.68819        0.08567      -0.0854664     0.0075324    0.0255   -7.29929e-07  -6.41959e-08     0.000514999   4.22763    salt2_ori
18965.0    0.206     54394.8   0.300199    9.64187e-05  6.37405e-06   -1.67445        0.461138     -0.108846      0.062167     0.0241   -1.43945e-06  -3.58875e-07     0.00658493    1.442      salt2_ori
18804.0    0.192     54392.4   0.256287    0.000121747  5.05424e-06    0.331148       0.326559     -0.0282206     0.0360826    0.0287   -8.22414e-07  -1.68436e-07     0.00336262    1.51518    salt2_ori
sn1996c    0.02959   50129.1   0.286752    0.00402292   5.93353e-05    0.652371       0.113622      0.0521033     0.0107956    0.014    -2.9014e-08   -3.99103e-07     4.21426e-05   1.48457    salt2_ori
05D3jk     0.736     53508.1   0.340368    5.85707e-06  1.04965e-07    0.75966        0.258183     -0.0153521     0.0570738    0.0096   -1.60669e-08  -2.70785e-09    -0.000397271   1.58933    salt2_ori
sn2005bo   0.0139    53478.7   0.0985056   0.00975447   3.92606e-05   -1.16322        0.0738793     0.234109      0.00363001   0.046     5.75259e-07  -1.05043e-07     4.86123e-06   1.44814    salt2_ori
18940.0    0.22      54396.9   0.353496    7.37879e-05  4.22921e-06   -0.514386       0.455298     -0.0633369     0.0555582    0.0185   -9.58417e-07  -2.08692e-07     0.00546106    1.2158     salt2_ori
03D1ax     0.496     52916.1   0.101685    1.14414e-05  9.2184e-08    -0.840345       0.104939     -0.0305477     0.0132703    0.0264   -5.87522e-09  -4.07572e-10    -0.000103479   2.01805    salt2_ori
04D3ez     0.263     53115.3   0.0808614   3.88575e-05  3.10451e-07   -0.971954       0.0672095     0.0374468     0.00773307   0.0104   -8.76467e-09  -2.15765e-09     0.000146715   3.55108    salt2_ori
21006.0    0.291     54413.9   0.598662    5.40488e-05  2.85798e-06   -2.31373        1.15035      -0.132177      0.0630317    0.0749   -1.60952e-06  -1.46557e-07     0.0110127     0.951004   salt2_ori
5395.0     0.117     53663.9   0.119541    0.000296723  2.91035e-06    1.204          0.11907      -0.026389      0.00830033   0.0723   -2.42197e-07  -1.77879e-08     0.000471683   0.921853   salt2_ori
13835.0    0.2477    54011.7   0.633792    6.63106e-05  3.50209e-06    1.03866        0.568878     -0.0821802     0.0548438    0.0251   -1.0331e-06   -1.65006e-07     0.0062788     0.991757   salt2_ori
sn1999ao   0.0539    51243.7   0.684647    0.00128114   4.5426e-05     0.241588       0.325204     -0.0266616     0.0253835    0.065     1.15188e-07  -9.31376e-07     0.00213367    1.05257    salt2_ori
05D1dn     0.566     53650.2   0.397019    9.11964e-06  4.09072e-07    1.33249        0.305564     -0.0953536     0.0913159    0.0293   -2.37431e-08  -3.46634e-08    -0.00210224    0.590469   salt2_ori
1112.0     0.25764   53630.1   0.951578    4.26702e-05  4.35746e-06   -0.50638        0.782038     -0.012394      0.105861     0.0521   -1.18836e-06  -3.9371e-07      0.00485683    1.00334    salt2_ori
19940.0    0.147     54408.3   0.193663    0.000207933  2.1183e-06     0.521395       0.249107      0.0291824     0.0107104    0.0802   -3.34503e-07  -1.52856e-08     0.00125268    1.43249    salt2_ori
sn2004eo   0.015701  53278.6   0.0162822   0.0167373    4.84153e-05   -1.26561        0.0193151     0.0637656     0.00226811   0.109    -4.06855e-07  -9.01141e-08     6.94064e-06   5.92784    salt2_ori
17220.0    0.172     54356.9   0.253485    0.00010682   2.33165e-06    1.77072        0.269869      0.159316      0.0175306    0.0177   -4.49743e-07  -2.271e-08       0.000869381   2.08607    salt2_ori
sn2005na   0.026322  53741     0.0335472   0.00746755   1.54016e-05   -0.518926       0.0178081    -0.0855793     0.00197221   0.078    -7.12808e-08  -2.19017e-08     2.529e-06    13.3769     salt2_ori
03D4cx     0.949     52856.8   5.65849     1.3924e-06   4.72034e-06   51.8677       198.923        -5.64003      11.2013       0.0244   -0.000937511  -8.61338e-06   251.587         2.57862    salt2_ori
sn1997dg   0.0308    50720.5   0.215444    0.00323785   3.69663e-05   -0.396438       0.14996      -0.0253147     0.00976505   0.078     1.21905e-07  -2.7913e-07      9.64868e-05   3.39432    salt2_ori
8719.0     0.1178    53690     0.0922293   0.00030486   6.0952e-06     0.290605       0.176594     -0.0715458     0.0143086    0.0231   -9.76863e-07  -7.41992e-08     0.00186311    2.09834    salt2_ori
03D4ag     0.285     52830.9   0.0584784   5.61449e-05  6.8168e-07     0.950814       0.0721192    -0.0793455     0.00955908   0.0258   -3.26535e-08  -5.33442e-09     0.000165037   3.89141    salt2_ori
12977.0    0.247     53994.4   1.03479     6.30912e-05  3.46475e-06    0.241328       0.674973     -0.061632      0.0628423    0.0248   -1.34741e-07  -1.90111e-07    -0.0051298     0.494771   salt2_ori
17801.0    0.2064    54366.1   0.552879    5.04267e-05  6.18685e-06   -0.0864414      0.720257      0.11963       0.0995028    0.0655   -2.65885e-06  -5.53204e-07     0.0214086     0.858769   salt2_ori
19353.0    0.15403   54398.4   0.13685     0.000144866  3.05637e-06    1.18233        0.238956      0.046518      0.0157017    0.0725   -6.38674e-07  -3.61064e-08     0.00228974    1.24666    salt2_ori
03D4cj     0.27      52889.9   0.0509316   6.56244e-05  4.56876e-07    1.17725        0.0526403    -0.052426      0.00583385   0.0254   -7.30585e-09  -2.37698e-09    -5.90112e-06   2.89976    salt2_ori
14024.0    0.146     54010.9   0.255414    0.000114932  2.8911e-06    -1.65929        0.288739      0.0398614     0.0231411    0.1152   -5.47056e-07  -4.93805e-08     0.00290572    0.661402   salt2_ori
15356.0    0.276     54028.5   0.687794    4.40149e-05  3.2159e-06    -0.668941       0.697454      0.0393363     0.0782817    0.0645   -9.85123e-07  -2.16999e-07     0.0109803     1.39712    salt2_ori
20364.0    0.215     54419.2   1.25392     6.43472e-05  6.62539e-06    0.0606097      1.71398       0.0280605     0.0939293    0.0254   -6.97562e-06  -5.84858e-07     0.080782      0.703946   salt2_ori
16021.0    0.124     54048.9   0.139166    0.000257794  3.39661e-06   -0.100317       0.151976     -0.0479724     0.0121066    0.0256   -3.34305e-07  -3.0747e-08      0.000943345   0.848886   salt2_ori
19023.0    0.243     54389.7   0.48172     7.69316e-05  4.16221e-06    1.86156        0.488685     -0.0761831     0.0552149    0.1454   -1.19253e-06  -1.95335e-07     0.0062119     1.04773    salt2_ori
6649.0     0.314     53677.8   0.900086    4.04061e-05  2.4926e-06     0.247413       0.870396     -0.0363998     0.076887     0.0341   -1.11368e-06  -1.49079e-07     0.0132184     0.846488   salt2_ori
05D4bi     0.775     53560     0.820466    4.26663e-06  1.18176e-07    1.37223        0.526948     -0.0843232     0.141096     0.0275   -4.35626e-08   7.32681e-10    -0.0109974     1.75807    salt2_ori
19149.0    0.196     54400.8   0.306167    0.000116934  5.6451e-06     1.05497        0.511757      0.0833784     0.0373336    0.0241   -1.91812e-06  -1.90195e-07     0.00739331    0.810757   salt2_ori
15504.0    0.251     54044.7   1.62106     2.63377e-05  4.20312e-06    3.47052        2.29703       0.344356      0.116138     0.0523   -7.54523e-06  -4.17616e-07     0.121885      1.80196    salt2_ori
17875.0    0.212     54361.7   1.13408     7.86655e-05  5.96595e-06    0.073655       0.61434      -0.0964778     0.0764121    0.0289   -9.1569e-07   -4.11878e-07     0.00231132    0.773062   salt2_ori
18030.0    0.15641   54373.1   0.191428    0.000123716  4.6235e-06    -0.735045       0.251048     -0.0203135     0.0257442    0.0295   -9.92493e-07  -9.18394e-08     0.0037904     1.34945    salt2_ori
9032.0     0.254     53688.6   0.905239    4.80958e-05  6.51024e-06    0.472625       1.21027       0.111354      0.114165     0.062    -5.92943e-06  -6.75642e-07     0.0770965     0.892829   salt2_ori
sn2001cn   0.0155    52072.7   0.0802077   0.0140347    8.07986e-05   -0.537745       0.022133      0.139883      0.0034639    0.059     2.83905e-07  -2.36107e-07    -8.01748e-06   6.04394    salt2_ori
03D1ew     0.868     52991.3   2.8295      3.27341e-06  2.19632e-07    0.569271       0.89902      -0.174048      0.229818     0.0272    8.48383e-08   4.02982e-08     0.0205486     2.75347    salt2_ori
18807.0    0.177     54390.3   0.225568    0.000103755  1.75237e-06    0.465403       0.235717     -0.0122461     0.0168528    0.0821   -2.61948e-07  -1.6294e-08      0.00118454    0.526925   salt2_ori
03D3bl     0.3553    52787.6   0.264557    1.16272e-05  1.73461e-07   -0.108909       0.184199      0.255821      0.0165815    0.0103   -5.40987e-09  -2.44944e-09    -0.000423228   5.2004     salt2_ori
Lancaster  1.23      53434.2   2.19887     6.58421e-07  2.76883e-08   -0.622369       0.777078      0.0908012     0.0640369    0.01205   1.49737e-09  -5.95462e-10     0.011977      1.1468     salt2_ori
05D3mx     0.47      53570.1   0.108949    1.07412e-05  1.4272e-07    -1.50715        0.156165     -0.0131618     0.0196138    0.0119   -1.52889e-08  -8.10743e-10     0.000225884   2.15932    salt2_ori
15508.0    0.135     54041.6   0.086283    0.000260041  2.62971e-06    0.869785       0.10179      -0.0622647     0.00984947   0.0293   -2.02859e-07  -1.81156e-08     0.000530759   1.99173    salt2_ori
13934.0    0.33      54007.8   1.22159     2.57615e-05  2.97341e-06   -0.942554       0.985365     -0.207915      0.160111     0.1002   -1.21323e-06  -3.52638e-07     0.00589685    0.725473   salt2_ori
05D3jq     0.579     53501.6   0.407306    8.45551e-06  1.80868e-07    0.883668       0.248349      0.0580096     0.0331444    0.0104   -1.20443e-08  -5.30668e-09     0.000344181   1.36877    salt2_ori
19425.0    0.2116    54393.3   0.632041    3.91968e-05  5.6728e-06    -1.23601        1.1102        0.123623      0.113022     0.0516   -4.21886e-06  -5.88186e-07     0.0540583     0.594746   salt2_ori
06D3gn     0.25      53921.3   0.0788093   3.22302e-05  4.4473e-07    -0.246697       0.107214      0.115003      0.0122415    0.0093   -2.97173e-08  -4.92018e-09     0.000569012   9.17865    salt2_ori
sn2005iq   0.034044  53687.8   0.0199924   0.00354848   7.95433e-06   -1.03993        0.0233862    -0.108778      0.00233684   0.022    -1.12055e-07  -1.2699e-08      1.1242e-05    5.92627    salt2_ori
14846.0    0.2247    54024.3   0.977882    7.21392e-05  4.12541e-06    0.95699        0.675509      0.00160082    0.0584652    0.0242   -5.91791e-07  -2.09152e-07     8.25309e-05   0.569136   salt2_ori
05D2bv     0.474     53404.2   0.125392    1.4869e-05   1.32017e-07    0.12763        0.117345     -0.129243      0.0107251    0.0169   -1.18788e-08  -5.74745e-10     0.000191128   1.65319    salt2_ori
05D3mn     0.76      53559.5   0.448933    4.36069e-06  6.10089e-08    0.424206       0.398674      0.00739709    0.0780161    0.0089   -1.30498e-08  -8.09645e-10    -0.00303099    1.08867    salt2_ori
